Hid,StreetType,Zip,Precinct,PrecinctSub,District,CityArea,isApt
1107,TER,94536,835500,0,3,Downtown / BART,False
1108,WAY,94536,835040,0,3,Downtown / BART,False
1109,BLVD,94536,832210,1,3,Centerville,True
1110,BLVD,94538,835310,0,3,Downtown / BART,True
1111,CT,94536,832110,0,3,Centerville,False
1112,RD,94538,832900,0,3,Centerville,False
1113,DR,94536,835100,0,3,Centerville,False
1114,ST,94536,835410,0,3,Downtown / BART,False
1115,LN,94538,832900,0,3,Centerville,False
1116,CMN,94536,835100,0,3,Centerville,False
1117,WAY,94536,832400,0,3,Centerville,False
1118,RD,94538,832600,1,3,Centerville,False
1119,DR,94538,832800,0,3,Centerville,False
1120,WAY,94538,832600,1,3,Centerville,True
1121,AVE,94538,832210,1,3,Centerville,True
1122,PL,94538,832600,1,3,Centerville,False
1123,CT,94536,835500,0,3,Downtown / BART,False
1124,CMN,94536,835100,0,3,Centerville,False
1125,AVE,94538,835300,0,3,Downtown / BART,True
1126,AVE,94536,835040,0,3,Downtown / BART,False
1127,DR,94538,832600,1,3,Centerville,False
1128,BLVD,94536,835100,0,3,Centerville,True
1129,ST,94538,832620,1,3,Centerville,False
1130,DR,94538,832610,2,3,Centerville,True
1131,CT,94538,832600,1,3,Centerville,False
1132,BLVD,94538,832700,2,3,Centerville,True
1133,DR,94538,832810,0,3,Centerville,False
1134,PL,94538,832910,0,3,Centerville,False
1135,CT,94538,832800,0,3,Centerville,False
1136,TER,94538,832910,0,3,Centerville,False
1137,TER,94538,835420,0,3,Downtown / BART,False
1138,CT,94538,832900,0,3,Centerville,False
1139,CT,94536,835400,0,3,Downtown / BART,False
1140,AVE,94536,832110,0,3,Centerville,False
1141,CT,94536,831730,0,3,Downtown / BART,False
1142,CT,94536,835100,0,3,Centerville,False
1143,ST,94536,835100,0,3,Centerville,False
1144,ST,94536,832210,1,3,Centerville,False
1145,BLVD,94538,832700,2,3,Centerville,False
1146,AVE,94538,832400,0,3,Centerville,True
1147,DR,94538,832800,0,3,Centerville,False
1148,DR,94538,832800,0,3,Centerville,False
1149,WAY,94538,832710,0,3,Centerville,False
1150,PL,94538,832910,0,3,Centerville,False
1151,WAY,94536,832400,0,3,Centerville,False
1152,DR,94538,832800,0,3,Centerville,False
1153,DR,94536,832210,1,3,Centerville,True
1154,TER,94536,835100,0,3,Centerville,True
1155,BLVD,94538,832700,2,3,Centerville,True
1156,TER,94536,835500,0,3,Downtown / BART,False
1157,CMN,94536,832210,2,3,Centerville,False
1158,CMN,94536,835400,0,3,Downtown / BART,False
1159,LOOP,94536,835010,0,3,Centerville,False
1160,CT,94536,835500,0,3,Downtown / BART,False
1161,WAY,94538,832600,1,3,Centerville,True
1162,DR,94536,832400,0,3,Centerville,False
1163,DR,94538,832610,2,3,Centerville,True
1164,AVE,94536,835500,0,3,Downtown / BART,True
1165,DR,94536,835200,0,3,Centerville,True
1166,BLVD,94538,832700,2,3,Centerville,True
1167,BLVD,94538,835310,0,3,Downtown / BART,True
1168,CMN,94536,832210,2,3,Centerville,False
1169,BLVD,94538,832700,2,3,Centerville,True
1170,DR,94538,832620,1,3,Centerville,False
1171,DR,94538,832620,2,3,Centerville,True
1172,BLVD,94536,835100,0,3,Centerville,True
1173,DR,94536,832400,0,3,Centerville,False
1174,DR,94538,832620,2,3,Centerville,False
1175,CT,94536,835040,0,3,Downtown / BART,False
1176,ST,94538,832810,0,3,Centerville,False
1177,RD,94538,832900,0,3,Centerville,False
1178,CT,94536,835500,0,3,Downtown / BART,False
1179,CMN,94538,832910,0,3,Centerville,False
1180,ST,94536,835200,0,3,Centerville,True
1181,CMN,94536,835100,0,3,Centerville,False
1182,ST,94536,832110,0,3,Centerville,False
1183,CMN,94536,835200,0,3,Centerville,False
1184,CMN,94536,835100,0,3,Centerville,False
1185,DR,94538,832810,0,3,Centerville,False
1186,BLVD,94538,832700,2,3,Centerville,True
1187,CMN,94538,835310,0,3,Downtown / BART,False
1188,BLVD,94538,832700,2,3,Centerville,True
1189,BLVD,94538,835310,0,3,Downtown / BART,True
1190,WAY,94538,832600,1,3,Centerville,False
1191,DR,94536,832400,0,3,Centerville,False
1192,WAY,94536,835400,0,3,Downtown / BART,False
1193,DR,94538,832800,0,3,Centerville,False
1194,AVE,94538,832620,2,3,Centerville,False
1195,WAY,94538,832710,0,3,Centerville,False
1196,CMN,94536,835400,0,3,Downtown / BART,False
1197,PL,94538,832910,0,3,Centerville,False
1198,PL,94538,832910,0,3,Centerville,False
1199,ST,94536,835400,0,3,Downtown / BART,False
1200,DR,94538,832610,1,3,Centerville,False
1201,BLVD,94538,832700,1,3,Centerville,True
1202,WAY,94536,835400,0,3,Downtown / BART,False
1203,WAY,94536,835410,0,3,Downtown / BART,False
1204,ST,94536,832210,1,3,Centerville,True
1205,DR,94538,832710,0,3,Centerville,False
1206,BLVD,94536,835000,0,3,Downtown / BART,True
1207,DR,94538,832610,2,3,Centerville,True
1208,CMN,94538,835310,0,3,Downtown / BART,False
1209,TER,94538,832910,0,3,Centerville,False
1210,WAY,94538,832610,2,3,Centerville,True
1211,BLVD,94538,835310,0,3,Downtown / BART,True
1212,AVE,94536,835500,0,3,Downtown / BART,True
1213,LN,94538,832900,0,3,Centerville,False
1214,AVE,94538,835300,0,3,Downtown / BART,True
1215,DR,94536,832400,0,3,Centerville,False
1216,AVE,94538,832600,1,3,Centerville,True
1217,BLVD,94538,832700,2,3,Centerville,True
1218,AVE,94538,832600,1,3,Centerville,False
1219,AVE,94538,832210,1,3,Centerville,True
1220,AVE,94536,835300,0,3,Downtown / BART,True
1221,WAY,94538,832600,1,3,Centerville,False
1222,RD,94538,832900,0,3,Centerville,False
1223,DR,94536,832210,1,3,Centerville,True
1224,CT,94536,835400,0,3,Downtown / BART,False
1225,ST,94536,835300,0,3,Downtown / BART,True
1226,DR,94538,832900,0,3,Centerville,False
1227,CMN,94538,832620,2,3,Centerville,False
1228,WAY,94538,832900,0,3,Centerville,False
1229,AVE,94536,835040,0,3,Downtown / BART,False
1230,AVE,94538,835310,0,3,Downtown / BART,True
1231,DR,94536,835400,0,3,Downtown / BART,False
1232,DR,94536,832110,0,3,Centerville,False
1233,TER,94536,835500,0,3,Downtown / BART,False
1234,CMN,94536,835000,0,3,Downtown / BART,False
1235,DR,94538,832900,0,3,Centerville,False
1236,DR,94538,832800,0,3,Centerville,False
1237,ST,94536,835200,0,3,Centerville,True
1238,CMN,94538,835310,0,3,Downtown / BART,False
1239,WAY,94536,832210,2,3,Centerville,False
1240,WAY,94536,832110,0,3,Centerville,False
1241,CT,94536,835010,0,3,Centerville,False
1242,CMN,94538,835310,0,3,Downtown / BART,False
1243,ST,94538,832800,0,3,Centerville,False
1244,DR,94538,832900,0,3,Centerville,False
1245,PL,94538,832910,0,3,Centerville,False
1246,WAY,94536,832210,2,3,Centerville,False
1247,DR,94536,832400,0,3,Centerville,False
1248,PL,94538,832910,0,3,Centerville,False
1249,ST,94536,835400,0,3,Downtown / BART,False
1250,DR,94538,832800,0,3,Centerville,False
1251,CT,94536,831730,0,3,Downtown / BART,False
1252,PL,94536,835410,0,3,Downtown / BART,False
1253,DR,94538,832810,0,3,Centerville,False
1254,AVE,94536,835040,0,3,Downtown / BART,False
1255,AVE,94538,835300,0,3,Downtown / BART,True
1256,AVE,94538,832400,0,3,Centerville,True
1257,AVE,94538,832600,1,3,Centerville,False
1258,DR,94538,832810,0,3,Centerville,False
1259,CT,94536,835500,0,3,Downtown / BART,False
1260,CMN,94536,835000,0,3,Downtown / BART,False
1261,DR,94536,835300,0,3,Downtown / BART,False
1262,DR,94536,832400,0,3,Centerville,False
1263,AVE,94536,832400,0,3,Centerville,False
1264,WAY,94536,832210,2,3,Centerville,False
1265,CMN,94538,835310,0,3,Downtown / BART,False
1266,AVE,94538,832710,0,3,Centerville,False
1267,TER,94536,832210,2,3,Centerville,False
1268,DR,94536,835300,0,3,Downtown / BART,True
1269,AVE,94538,835300,0,3,Downtown / BART,True
1270,DR,94538,832900,0,3,Centerville,False
1271,AVE,94538,832600,1,3,Centerville,False
1272,WAY,94536,835100,0,3,Centerville,False
1273,CMN,94536,835420,0,3,Downtown / BART,False
1274,WAY,94536,835040,0,3,Downtown / BART,False
1275,TER,94536,835500,0,3,Downtown / BART,False
1276,CT,94538,832800,0,3,Centerville,False
1277,TER,94536,832210,2,3,Centerville,False
1278,LN,94538,832810,0,3,Centerville,False
1279,DR,94536,835100,0,3,Centerville,False
1280,CT,94536,835500,0,3,Downtown / BART,False
1281,ST,94538,832800,0,3,Centerville,False
1282,CMN,94536,835300,0,3,Downtown / BART,False
1283,DR,94538,832620,2,3,Centerville,False
1284,AVE,94536,835200,0,3,Centerville,True
1285,AVE,94536,835420,0,3,Downtown / BART,False
1286,PL,94538,832910,0,3,Centerville,False
1287,RD,94538,832600,1,3,Centerville,False
1288,WAY,94538,832710,0,3,Centerville,False
1289,BLVD,94538,835310,0,3,Downtown / BART,True
1290,WAY,94536,835410,0,3,Downtown / BART,False
1291,WAY,94538,832900,0,3,Centerville,False
1292,DR,94538,832900,0,3,Centerville,False
1293,WAY,94536,832400,0,3,Centerville,False
1294,DR,94536,835400,0,3,Downtown / BART,False
1295,DR,94536,835300,0,3,Downtown / BART,True
1296,LOOP,94536,835010,0,3,Centerville,False
1297,BLVD,94538,832700,2,3,Centerville,True
1298,CT,94536,835400,0,3,Downtown / BART,False
1299,ST,94538,832600,1,3,Centerville,False
1300,DR,94536,835300,0,3,Downtown / BART,True
1301,ST,94536,835200,0,3,Centerville,True
1302,BLVD,94538,835310,0,3,Downtown / BART,True
1303,AVE,94536,835500,0,3,Downtown / BART,True
1304,WAY,94538,832900,0,3,Centerville,False
1305,WAY,94536,832400,0,3,Centerville,False
1306,CMN,94538,835310,0,3,Downtown / BART,False
1307,CMN,94536,835100,0,3,Centerville,False
1308,CT,94536,835100,0,3,Centerville,False
1309,WAY,94536,832400,0,3,Centerville,False
1310,CT,94538,832600,1,3,Centerville,False
1311,PL,94538,832910,0,3,Centerville,False
1312,BLVD,94538,835310,0,3,Downtown / BART,True
1313,BLVD,94538,832700,2,3,Centerville,True
1314,BLVD,94536,832210,1,3,Centerville,True
1315,CMN,94536,835300,0,3,Downtown / BART,False
1316,CT,94536,835010,0,3,Centerville,False
1317,CT,94536,835410,0,3,Downtown / BART,False
1318,DR,94536,835300,0,3,Downtown / BART,True
1319,DR,94538,832810,0,3,Centerville,False
1320,DR,94536,835410,0,3,Downtown / BART,False
1321,AVE,94538,832610,1,3,Centerville,False
1322,CMN,94538,835310,0,3,Downtown / BART,False
1323,WAY,94538,832710,0,3,Centerville,False
1324,BLVD,94536,835100,0,3,Centerville,True
1325,CT,94536,835400,0,3,Downtown / BART,False
1326,DR,94538,832710,0,3,Centerville,False
1327,ST,94536,832110,0,3,Centerville,False
1328,ST,94538,832710,0,3,Centerville,False
1329,BLVD,94538,835310,0,3,Downtown / BART,True
1330,PL,94536,835000,0,3,Downtown / BART,False
1331,DR,94536,835400,0,3,Downtown / BART,False
1332,TER,94536,835500,0,3,Downtown / BART,False
1333,TER,94536,835000,0,3,Downtown / BART,False
1334,AVE,94536,835040,0,3,Downtown / BART,False
1335,PL,94538,832910,0,3,Centerville,False
1336,CT,94538,832800,0,3,Centerville,False
1337,CMN,94536,835100,0,3,Centerville,False
1338,CMN,94538,832610,1,3,Centerville,False
1339,AVE,94538,832600,1,3,Centerville,False
1340,CT,94536,835400,0,3,Downtown / BART,False
1341,CMN,94536,835400,0,3,Downtown / BART,False
1342,BLVD,94536,832210,1,3,Centerville,True
1343,CMN,94536,832210,2,3,Centerville,False
1344,CMN,94536,835100,0,3,Centerville,False
1345,TER,94536,835000,0,3,Downtown / BART,False
1346,AVE,94536,835420,0,3,Downtown / BART,False
1347,WAY,94536,835100,0,3,Centerville,False
1348,AVE,94538,832400,0,3,Centerville,True
1349,ST,94538,835310,0,3,Downtown / BART,True
1350,PL,94538,832910,0,3,Centerville,False
1351,DR,94538,835310,0,3,Downtown / BART,True
1352,CT,94538,832600,1,3,Centerville,False
1353,WAY,94536,835040,0,3,Downtown / BART,False
1354,BLVD,94536,832210,1,3,Centerville,True
1355,BLVD,94538,835310,0,3,Downtown / BART,True
1356,DR,94538,832800,0,3,Centerville,False
1357,CMN,94538,832620,2,3,Centerville,False
1358,AVE,94538,835300,0,3,Downtown / BART,True
1359,CT,94538,832800,0,3,Centerville,False
1360,CT,94536,835500,0,3,Downtown / BART,False
1361,DR,94538,832710,0,3,Centerville,False
1362,BLVD,94538,835310,0,3,Downtown / BART,True
1363,DR,94536,831730,0,3,Downtown / BART,False
1364,CMN,94536,835300,0,3,Downtown / BART,False
1365,CT,94538,832600,1,3,Centerville,False
1366,CMN,94538,832910,0,3,Centerville,False
1367,DR,94536,832400,0,3,Centerville,False
1368,CT,94538,832800,0,3,Centerville,False
1369,CT,94536,835500,0,3,Downtown / BART,False
1370,DR,94536,835400,0,3,Downtown / BART,False
1371,AVE,94538,832400,0,3,Centerville,False
1372,PL,94538,832910,0,3,Centerville,False
1373,DR,94538,832620,1,3,Centerville,False
1374,WAY,94536,832210,2,3,Centerville,False
1375,DR,94536,832400,0,3,Centerville,False
1376,CT,94538,832710,0,3,Centerville,False
1377,DR,94538,832710,0,3,Centerville,False
1378,PKWY,94536,835200,0,3,Centerville,True
1379,ST,94536,835300,0,3,Downtown / BART,True
1380,PL,94538,832910,0,3,Centerville,False
1381,CMN,94538,835310,0,3,Downtown / BART,False
1382,ST,94536,835000,0,3,Downtown / BART,True
1383,CT,94538,832600,1,3,Centerville,False
1384,TER,94538,832910,0,3,Centerville,False
1385,BLVD,94538,835310,0,3,Downtown / BART,True
1386,DR,94538,832800,0,3,Centerville,False
1387,ST,94536,835300,0,3,Downtown / BART,True
1388,LOOP,94536,835010,0,3,Centerville,False
1389,DR,94536,832210,2,3,Centerville,False
1390,DR,94538,835310,0,3,Downtown / BART,True
1391,BLVD,94538,832700,2,3,Centerville,True
1392,CT,94536,835410,0,3,Downtown / BART,False
1393,PL,94538,832910,0,3,Centerville,False
1394,WAY,94538,832900,0,3,Centerville,False
1395,CMN,94536,832110,0,3,Centerville,False
1396,ST,94538,832800,0,3,Centerville,False
1397,WAY,94536,832110,0,3,Centerville,False
1398,BLVD,94538,832700,1,3,Centerville,True
1399,AVE,94538,835300,0,3,Downtown / BART,True
1400,AVE,94538,835300,0,3,Downtown / BART,True
1401,AVE,94536,835500,0,3,Downtown / BART,True
1402,WAY,94536,832400,0,3,Centerville,False
1403,CT,94536,835420,0,3,Downtown / BART,False
1404,ST,94536,835300,0,3,Downtown / BART,True
1405,ST,94538,832800,0,3,Centerville,False
1406,ST,94538,832800,0,3,Centerville,False
1407,AVE,94536,835010,0,3,Centerville,False
1408,TER,94536,835100,0,3,Centerville,True
1409,ST,94538,832810,0,3,Centerville,False
1410,CMN,94538,832620,2,3,Centerville,False
1411,DR,94538,832800,0,3,Centerville,False
1412,AVE,94538,832710,0,3,Centerville,False
1413,DR,94538,835310,0,3,Downtown / BART,True
1414,WAY,94536,832210,2,3,Centerville,False
1415,TER,94538,832910,0,3,Centerville,False
1416,WAY,94536,832400,0,3,Centerville,False
1417,CT,94536,832110,0,3,Centerville,False
1418,BLVD,94538,832700,2,3,Centerville,True
1419,CMN,94536,835100,0,3,Centerville,False
1420,AVE,94538,835300,0,3,Downtown / BART,True
1421,DR,94538,832620,2,3,Centerville,False
1422,BLVD,94538,835310,0,3,Downtown / BART,True
1423,BLVD,94538,832700,2,3,Centerville,True
1424,ST,94538,832810,0,3,Centerville,False
1425,CT,94538,832810,0,3,Centerville,False
1426,CT,94538,832810,0,3,Centerville,False
1427,ST,94538,832800,0,3,Centerville,False
1428,WAY,94538,832610,2,3,Centerville,True
1429,LN,94538,832700,1,3,Centerville,False
1430,LN,94538,832810,0,3,Centerville,False
1431,AVE,94538,835310,0,3,Downtown / BART,True
1432,CT,94538,832910,0,3,Centerville,False
1433,ST,94536,835000,0,3,Downtown / BART,True
1434,ST,94538,832810,0,3,Centerville,False
1435,ST,94538,832800,0,3,Centerville,False
1436,AVE,94536,832110,0,3,Centerville,False
1437,GRN,94536,835420,0,3,Downtown / BART,False
1438,BLVD,94536,835000,0,3,Downtown / BART,True
1439,CMN,94538,835310,0,3,Downtown / BART,False
1440,RD,94536,832400,0,3,Centerville,False
1441,CT,94536,831730,0,3,Downtown / BART,False
1442,BLVD,94536,835100,0,3,Centerville,True
1443,DR,94536,832400,0,3,Centerville,False
1444,TER,94536,835100,0,3,Centerville,True
1445,DR,94536,835300,0,3,Downtown / BART,True
1446,DR,94536,832400,0,3,Centerville,False
1447,ST,94536,835200,0,3,Centerville,True
1448,LOOP,94536,835010,0,3,Centerville,False
1449,BLVD,94538,835310,0,3,Downtown / BART,True
1450,AVE,94538,832620,2,3,Centerville,False
1451,DR,94538,832620,2,3,Centerville,False
1452,ST,94536,832110,0,3,Centerville,False
1453,ST,94536,835400,0,3,Downtown / BART,False
1454,AVE,94538,835310,0,3,Downtown / BART,True
1455,DR,94536,832400,0,3,Centerville,False
1456,CMN,94538,835310,0,3,Downtown / BART,False
1457,DR,94536,835300,0,3,Downtown / BART,False
1458,CT,94536,835010,0,3,Centerville,False
1459,WAY,94538,832600,1,3,Centerville,False
1460,CMN,94538,832620,2,3,Centerville,False
1461,ST,94538,832810,0,3,Centerville,False
1462,ST,94536,835200,0,3,Centerville,True
1463,BLVD,94538,832810,0,3,Centerville,False
1464,CMN,94538,832610,1,3,Centerville,False
1465,CMN,94538,835310,0,3,Downtown / BART,False
1466,ST,94536,835200,0,3,Centerville,True
1467,TER,94536,835100,0,3,Centerville,False
1468,DR,94538,832800,0,3,Centerville,False
1469,CT,94538,832600,1,3,Centerville,False
1470,ST,94536,832210,1,3,Centerville,True
1471,LN,94538,832900,0,3,Centerville,False
1472,CMN,94538,835310,0,3,Downtown / BART,False
1473,TER,94536,835100,0,3,Centerville,False
1474,CMN,94538,832610,1,3,Centerville,False
1475,CMN,94538,835310,0,3,Downtown / BART,False
1476,DR,94536,832400,0,3,Centerville,False
1477,WAY,94536,832110,0,3,Centerville,False
1478,DR,94536,832400,0,3,Centerville,False
1479,BLVD,94538,835310,0,3,Downtown / BART,True
1480,DR,94536,831730,0,3,Downtown / BART,False
1481,CT,94536,835040,0,3,Downtown / BART,False
1482,WAY,94536,832210,2,3,Centerville,False
1483,DR,94538,832620,1,3,Centerville,False
1484,DR,94538,832610,2,3,Centerville,True
1485,CMN,94538,835310,0,3,Downtown / BART,False
1486,ST,94536,835200,0,3,Centerville,True
1487,PL,94538,832910,0,3,Centerville,False
1488,DR,94538,832810,0,3,Centerville,False
1489,DR,94536,835200,0,3,Centerville,True
1490,ST,94536,835200,0,3,Centerville,True
1491,ST,94536,835200,0,3,Centerville,True
1492,DR,94538,832900,0,3,Centerville,False
1493,BLVD,94538,832700,1,3,Centerville,True
1494,CMN,94536,835420,0,3,Downtown / BART,False
1495,LN,94538,832700,1,3,Centerville,False
1496,AVE,94538,835300,0,3,Downtown / BART,True
1497,CMN,94536,835000,0,3,Downtown / BART,False
1498,CMN,94536,835300,0,3,Downtown / BART,False
1499,DR,94538,832900,0,3,Centerville,False
1500,CMN,94538,835310,0,3,Downtown / BART,False
1501,ST,94536,835410,0,3,Downtown / BART,False
1502,ST,94538,832600,1,3,Centerville,False
1503,TER,94538,832910,0,3,Centerville,False
1504,PKWY,94536,835100,0,3,Centerville,False
1505,WAY,94538,832610,2,3,Centerville,True
1506,AVE,94538,832600,1,3,Centerville,False
1507,LN,94538,832900,0,3,Centerville,False
1508,AVE,94538,835310,0,3,Downtown / BART,True
1509,AVE,94538,832400,0,3,Centerville,True
1510,PL,94538,832910,0,3,Centerville,False
1511,CT,94538,832800,0,3,Centerville,False
1512,CT,94538,832800,0,3,Centerville,False
1513,PL,94538,832910,0,3,Centerville,False
1514,AVE,94536,835500,0,3,Downtown / BART,True
1515,BLVD,94538,835310,0,3,Downtown / BART,True
1516,CMN,94538,835310,0,3,Downtown / BART,False
1517,BLVD,94538,832700,1,3,Centerville,True
1518,DR,94538,832620,2,3,Centerville,True
1519,BLVD,94538,832700,1,3,Centerville,True
1520,ST,94538,835310,0,3,Downtown / BART,True
1521,WAY,94538,832600,1,3,Centerville,True
1522,ST,94536,832210,1,3,Centerville,True
1523,TER,94538,832910,0,3,Centerville,False
1524,DR,94538,832810,0,3,Centerville,False
1525,WAY,94538,832900,0,3,Centerville,False
1526,RD,94538,832900,0,3,Centerville,False
1527,CT,94536,835500,0,3,Downtown / BART,False
1528,PL,94538,832910,0,3,Centerville,False
1529,AVE,94536,835500,0,3,Downtown / BART,True
1530,DR,94536,832400,0,3,Centerville,False
1531,PL,94538,832910,0,3,Centerville,False
1532,CT,94536,835420,0,3,Downtown / BART,False
1533,AVE,94536,835500,0,3,Downtown / BART,True
1534,CMN,94538,835310,0,3,Downtown / BART,False
1535,DR,94538,832810,0,3,Centerville,False
1536,CMN,94536,835100,0,3,Centerville,False
1537,CT,94538,832710,0,3,Centerville,False
1538,AVE,94536,835420,0,3,Downtown / BART,False
1539,TER,94536,835500,0,3,Downtown / BART,False
1540,PKWY,94536,835400,0,3,Downtown / BART,False
1541,CMN,94536,835000,0,3,Downtown / BART,False
1542,AVE,94536,835400,0,3,Downtown / BART,False
1543,ST,94536,835200,0,3,Centerville,True
1544,PL,94538,832910,0,3,Centerville,False
1545,DR,94538,832900,0,3,Centerville,False
1546,LN,94538,832810,0,3,Centerville,False
1547,CMN,94536,835010,0,3,Centerville,False
1548,BLVD,94538,835310,0,3,Downtown / BART,True
1549,DR,94536,835300,0,3,Downtown / BART,True
1550,WAY,94538,832620,1,3,Centerville,False
1551,ST,94536,835000,0,3,Downtown / BART,True
1552,CMN,94536,835100,0,3,Centerville,False
1553,TER,94538,832610,1,3,Centerville,False
1554,LN,94538,832700,1,3,Centerville,False
1555,CMN,94536,832210,2,3,Centerville,False
1556,ST,94538,832810,0,3,Centerville,False
1557,BLVD,94538,832610,2,3,Centerville,False
1558,CMN,94538,835310,0,3,Downtown / BART,False
1559,BLVD,94536,835100,0,3,Centerville,True
1560,BLVD,94536,832210,1,3,Centerville,True
1561,DR,94538,832620,2,3,Centerville,True
1562,CMN,94536,835100,0,3,Centerville,False
1563,DR,94538,832900,0,3,Centerville,False
1564,ST,94536,835000,0,3,Downtown / BART,True
1565,DR,94536,835400,0,3,Downtown / BART,False
1566,DR,94538,832900,0,3,Centerville,False
1567,ST,94538,832810,0,3,Centerville,False
1568,WAY,94538,832600,1,3,Centerville,True
1569,ST,94538,832800,0,3,Centerville,False
1570,AVE,94536,835300,0,3,Downtown / BART,True
1571,DR,94538,832800,0,3,Centerville,False
1572,DR,94536,832210,1,3,Centerville,False
1573,CT,94536,835010,0,3,Centerville,False
1574,CMN,94538,832620,2,3,Centerville,False
1575,BLVD,94538,832700,2,3,Centerville,True
1576,PKWY,94536,835300,0,3,Downtown / BART,True
1577,CT,94536,835010,0,3,Centerville,False
1578,BLVD,94536,832210,1,3,Centerville,True
1579,DR,94538,832810,0,3,Centerville,False
1580,WAY,94538,832600,1,3,Centerville,False
1581,DR,94538,832600,1,3,Centerville,False
1582,AVE,94536,835040,0,3,Downtown / BART,False
1583,DR,94536,832210,2,3,Centerville,False
1584,DR,94536,832400,0,3,Centerville,False
1585,DR,94538,832810,0,3,Centerville,True
1586,PL,94538,832910,0,3,Centerville,False
1587,ST,94536,835420,0,3,Downtown / BART,False
1588,ST,94538,832800,0,3,Centerville,False
1589,BLVD,94536,832210,1,3,Centerville,True
1590,AVE,94538,835310,0,3,Downtown / BART,True
1591,AVE,94536,835040,0,3,Downtown / BART,False
1592,DR,94536,835300,0,3,Downtown / BART,True
1593,AVE,94536,835300,0,3,Downtown / BART,True
1594,PL,94538,832910,0,3,Centerville,False
1595,TER,94536,832110,0,3,Centerville,False
1596,PL,94538,832910,0,3,Centerville,False
1597,ST,94536,835300,0,3,Downtown / BART,True
1598,DR,94536,835100,0,3,Centerville,False
1599,ST,94536,832210,1,3,Centerville,True
1600,ST,94536,835000,0,3,Downtown / BART,True
1601,RD,94538,832810,0,3,Centerville,True
1602,ST,94538,832710,0,3,Centerville,False
1603,AVE,94536,835040,0,3,Downtown / BART,False
1604,CT,94536,835100,0,3,Centerville,False
1605,AVE,94536,835400,0,3,Downtown / BART,False
1606,BLVD,94538,832700,1,3,Centerville,True
1607,BLVD,94538,832700,2,3,Centerville,True
1608,CT,94536,835400,0,3,Downtown / BART,False
1609,CMN,94536,832110,0,3,Centerville,False
1610,CT,94536,831730,0,3,Downtown / BART,False
1611,WAY,94538,832610,2,3,Centerville,True
1612,CT,94536,835010,0,3,Centerville,False
1613,CMN,94538,835310,0,3,Downtown / BART,False
1614,RD,94538,832900,0,3,Centerville,False
1615,WAY,94536,832400,0,3,Centerville,False
1616,AVE,94536,835040,0,3,Downtown / BART,False
1617,PKWY,94536,835000,0,3,Downtown / BART,True
1618,BLVD,94538,832700,2,3,Centerville,True
1619,TER,94538,832610,2,3,Centerville,False
1620,CT,94538,832900,0,3,Centerville,False
1621,CT,94538,832600,1,3,Centerville,False
1622,WAY,94536,832210,2,3,Centerville,False
1623,AVE,94538,832600,1,3,Centerville,True
1624,PL,94538,832910,0,3,Centerville,False
1625,TER,94538,832910,0,3,Centerville,False
1626,DR,94536,835300,0,3,Downtown / BART,True
1627,CT,94538,832900,0,3,Centerville,False
1628,ST,94538,832800,0,3,Centerville,False
1629,DR,94538,832810,0,3,Centerville,False
1630,WAY,94538,832620,2,3,Centerville,False
1631,CIR,94536,835400,0,3,Downtown / BART,False
1632,CT,94536,835010,0,3,Centerville,False
1633,ST,94536,835000,0,3,Downtown / BART,True
1634,ST,94536,835000,0,3,Downtown / BART,True
1635,AVE,94538,835310,0,3,Downtown / BART,True
1636,BLVD,94538,832700,1,3,Centerville,True
1637,ST,94536,832110,0,3,Centerville,False
1638,WAY,94538,832600,1,3,Centerville,True
1639,BLVD,94538,835310,0,3,Downtown / BART,True
1640,WAY,94538,832620,1,3,Centerville,False
1641,CMN,94536,835100,0,3,Centerville,True
1642,AVE,94538,835310,0,3,Downtown / BART,True
1643,AVE,94536,832210,2,3,Centerville,False
1644,CT,94538,832600,1,3,Centerville,False
1645,PL,94538,832910,0,3,Centerville,False
1646,CMN,94538,832620,2,3,Centerville,False
1647,BLVD,94538,832700,2,3,Centerville,True
1648,DR,94538,832810,0,3,Centerville,False
1649,CMN,94538,835310,0,3,Downtown / BART,False
1650,TER,94538,832910,0,3,Centerville,False
1651,DR,94536,835400,0,3,Downtown / BART,False
1652,WAY,94538,832610,2,3,Centerville,True
1653,ST,94538,832710,0,3,Centerville,False
1654,WAY,94538,832600,1,3,Centerville,True
1655,CT,94538,832600,1,3,Centerville,False
1656,ST,94538,832600,1,3,Centerville,False
1657,LOOP,94536,835010,0,3,Centerville,False
1658,BLVD,94538,835310,0,3,Downtown / BART,True
1659,AVE,94538,832600,1,3,Centerville,False
1660,AVE,94536,835010,0,3,Centerville,False
1661,CMN,94538,835310,0,3,Downtown / BART,False
1662,CMN,94538,835310,0,3,Downtown / BART,False
1663,CT,94536,835410,0,3,Downtown / BART,False
1664,DR,94536,832400,0,3,Centerville,False
1665,DR,94538,832620,2,3,Centerville,False
1666,CT,94538,832600,1,3,Centerville,False
1667,AVE,94538,835300,0,3,Downtown / BART,True
1668,CMN,94538,835310,0,3,Downtown / BART,False
1669,CMN,94536,835000,0,3,Downtown / BART,False
1670,TER,94538,832610,2,3,Centerville,False
1671,BLVD,94538,832700,1,3,Centerville,True
1672,DR,94536,835300,0,3,Downtown / BART,True
1673,ST,94536,835200,0,3,Centerville,True
1674,PKWY,94536,835000,0,3,Downtown / BART,True
