Hid,StreetType,Zip,Precinct,PrecinctSub,District,CityArea,isApt,cHid,nVoters,nAff,nPAVs,nDEMs,nREPs,nNPPs,nVScorePos,nVScore,nVScorePct,E34_nVotesPos,E34_nVotes,E34_nVotesPct,E56_nVotesPos,E56_nVotes,E56_nVotesPct,E78_nVotesPos,E78_nVotes,E78_nVotesPct,E12_nVotesPos,E12_nVotes,E12_nVotesPct,E14_nVotesPos,E14_nVotes,E14_nVotesPct,E16_nVotesPos,E16_nVotes,E16_nVotesPct,Eap_nVotesPos,Eap_nVotes,Eap_nVotesPct,Eag_nVotesPos,Eag_nVotes,Eag_nVotesPct,E1_nVotesPos,E1_nVotes,E1_nVotesPct,E2_nVotesPos,E2_nVotes,E2_nVotesPct,E3_nVotesPos,E3_nVotes,E3_nVotesPct,E4_nVotesPos,E4_nVotes,E4_nVotesPct,E5_nVotesPos,E5_nVotes,E5_nVotesPct,E6_nVotesPos,E6_nVotes,E6_nVotesPct,PartiesInHH,mostAffls,mixedAffls,allAff,uniformAff
61,PL/TER,94538,832610,2,3,Centerville,False,61,1,1,1,1,0,0,8.5015,8.5015,1.0,0,0,-1.0,2,2,1.0,4,4,1.0,0,0,-1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
62,DR,94536,832400,0,3,Centerville,False,62,1,1,0,1,0,0,11.0063,10.0031,0.9088522028292887,2,1,0.5,4,3,0.75,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
63,CMN,94536,835100,0,3,Centerville,True,63,1,1,0,1,0,0,11.0063,5.8021,0.5271617164714755,2,1,0.5,4,2,0.5,6,3,0.5,2,1,0.5,2,1,0.5,2,1,0.5,3,0,0.0,3,3,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
64,DR,94538,832620,2,3,Centerville,True,64,1,0,0,0,0,1,10.0031,4.0017,0.4000459857444192,1,1,1.0,3,1,0.3333333333333333,5,2,0.4,1,1,1.0,2,0,0.0,2,1,0.5,2,0,0.0,3,2,0.6666666666666666,0,0,-1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
65,DR,94538,832610,1,3,Centerville,False,65,1,0,1,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
66,DR,94536,835400,0,3,Downtown / BART,True,66,1,0,1,0,0,1,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
67,DR,94538,832610,2,3,Centerville,True,67,1,0,0,0,0,1,11.0063,1.5016,0.13643095318135978,2,1,0.5,4,1,0.25,6,1,0.16666666666666666,2,1,0.5,2,0,0.0,2,0,0.0,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
68,BLVD,94538,832700,2,3,Centerville,True,68,1,1,1,1,0,0,11.0063,10.0031,0.9088522028292887,2,1,0.5,4,3,0.75,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,3,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
69,OTH,94536,835010,0,3,Centerville,False,69,2,2,2,2,0,0,22.0126,14.0038,0.6361720105757612,4,2,0.5,8,2,0.25,12,6,0.5,4,2,0.5,4,0,0.0,4,4,1.0,6,2,0.3333333333333333,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
70,AVE,94536,835500,0,3,Downtown / BART,False,70,1,0,0,0,0,1,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
71,BLVD,94536,832210,1,3,Centerville,True,71,1,1,0,1,0,0,5.5003,2.5001,0.45453884333581807,0,0,-1.0,0,0,-1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,2,1,0.5,1,0,0.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
72,OTH,94538,832810,0,3,Centerville,True,72,1,1,1,1,0,0,11.0063,8.5015,0.7724212496479289,2,0,0.0,4,2,0.5,6,4,0.6666666666666666,2,0,0.0,2,2,1.0,2,2,1.0,3,2,0.6666666666666666,3,2,0.6666666666666666,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
73,DR,94538,832810,0,3,Centerville,False,73,2,1,2,1,0,1,16.5066,7.505000000000001,0.45466661820120446,2,2,1.0,4,2,0.5,8,4,0.5,2,2,1.0,2,0,0.0,4,2,0.5,4,1,0.25,4,3,0.75,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,2,0,0.0,2,2,1.0,NPP DEM,DEM,False,False,False
74,CT,94536,835010,0,3,Centerville,False,74,2,1,2,1,0,1,13.5064,6.501799999999999,0.48138660190724397,2,1,0.5,4,1,0.25,7,3,0.42857142857142855,2,1,0.5,2,0,0.0,3,2,0.6666666666666666,3,0,0.0,4,3,0.75,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,2,2,1.0,DEM NPP,DEM,False,False,False
75,AVE,94536,832210,2,3,Centerville,False,75,3,3,3,2,1,0,22.0126,0.0,0.0,4,0,0.0,8,0,0.0,12,0,0.0,4,0,0.0,4,0,0.0,4,0,0.0,6,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,REP DEM DEM,REP,True,True,False
76,AVE,94536,832400,0,3,Centerville,False,76,4,3,3,2,1,1,35.519,16.5059,0.4647062135758327,6,2,0.3333333333333333,12,6,0.5,19,9,0.47368421052631576,6,2,0.3333333333333333,6,4,0.6666666666666666,7,3,0.42857142857142855,9,2,0.2222222222222222,10,7,0.7,3,0,0.0,3,2,0.6666666666666666,3,2,0.6666666666666666,3,2,0.6666666666666666,3,0,0.0,4,3,0.75,NPP REP DEM DEM,REP,True,False,False
77,ST,94536,835200,0,3,Centerville,True,77,1,1,1,1,0,0,11.0063,7.0029,0.6362628676303572,2,1,0.5,4,3,0.75,6,4,0.6666666666666666,2,1,0.5,2,2,1.0,2,1,0.5,3,1,0.3333333333333333,3,3,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
78,AVE,94536,835200,0,3,Centerville,True,78,1,1,0,1,0,0,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,DEM,DEM,False,True,True
79,DR,94536,835100,0,3,Centerville,False,79,2,1,2,1,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,DEM NPP,DEM,False,False,False
80,BLVD,94538,835310,0,3,Downtown / BART,True,80,1,1,0,1,0,0,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
81,OTH,94536,835200,0,3,Centerville,True,81,1,0,1,0,0,1,5.5003,2.5001,0.45453884333581807,0,0,-1.0,0,0,-1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,2,1,0.5,1,0,0.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
82,DR,94538,832810,0,3,Centerville,False,82,2,2,0,2,0,0,22.0126,16.8074,0.7635354297084398,4,3,0.75,8,4,0.5,12,8,0.6666666666666666,4,3,0.75,4,1,0.25,4,4,1.0,6,3,0.5,6,5,0.8333333333333334,2,1,0.5,2,2,1.0,2,0,0.0,2,1,0.5,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
83,WAY,94538,832900,0,3,Centerville,False,83,2,1,2,1,0,1,5.0002,5.0002,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,2,2,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,2,2,1.0,DEM NPP,DEM,False,False,False
84,CT,94536,831730,0,3,Downtown / BART,False,84,2,1,1,1,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP DEM,DEM,False,False,False
85,WAY,94538,832620,2,3,Centerville,False,85,1,1,1,1,0,0,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
86,DR,94538,832800,0,3,Centerville,False,86,1,1,1,1,0,0,11.0063,11.0063,1.0,2,2,1.0,4,4,1.0,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,3,3,1.0,3,3,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
87,PL/TER,94536,835410,0,3,Downtown / BART,False,87,4,3,2,2,0,1,34.5158,14.505199999999999,0.4202481182530899,5,3,0.6,11,3,0.2727272727272727,18,7,0.3888888888888889,5,3,0.6,6,0,0.0,7,4,0.5714285714285714,8,0,0.0,10,7,0.7,2,0,0.0,3,3,1.0,3,0,0.0,3,0,0.0,3,0,0.0,4,4,1.0,DEM DEM AI NPP,DEM,True,False,False
88,DR,94538,832620,2,3,Centerville,False,88,4,3,3,3,0,1,25.5065,9.803799999999999,0.3843647697645698,2,2,1.0,6,3,0.5,12,5,0.4166666666666667,2,2,1.0,4,1,0.25,6,2,0.3333333333333333,5,0,0.0,7,5,0.7142857142857143,0,0,-1.0,2,2,1.0,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,DEM DEM DEM NPP,DEM,False,False,False
89,DR,94536,835300,0,3,Downtown / BART,True,89,1,1,1,0,0,0,11.0063,8.8023,0.799751051670407,2,1,0.5,4,2,0.5,6,4,0.6666666666666666,2,1,0.5,2,1,0.5,2,2,1.0,3,1,0.3333333333333333,3,3,1.0,1,0,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,AI,AI,False,True,True
90,AVE,94538,835400,0,3,Downtown / BART,True,90,1,1,0,0,1,0,11.0063,1.5016,0.13643095318135978,2,1,0.5,4,1,0.25,6,1,0.16666666666666666,2,1,0.5,2,0,0.0,2,0,0.0,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,REP,REP,False,True,True
91,BLVD,94538,832700,2,3,Centerville,True,91,1,0,1,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
92,ST,94536,835200,0,3,Centerville,True,92,1,1,1,0,1,0,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,REP,REP,False,True,True
93,AVE,94536,832110,0,3,Centerville,False,93,1,1,1,1,0,0,11.0063,1.5016,0.13643095318135978,2,1,0.5,4,1,0.25,6,1,0.16666666666666666,2,1,0.5,2,0,0.0,2,0,0.0,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
94,DR,94536,835400,0,3,Downtown / BART,False,94,2,0,1,0,0,2,22.0126,2.5001,0.11357586109773495,4,0,0.0,8,0,0.0,12,1,0.08333333333333333,4,0,0.0,4,0,0.0,4,1,0.25,6,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,1,0.5,NPP NPP,NPP,False,False,True
95,CT,94536,835400,0,3,Downtown / BART,False,95,4,2,4,0,2,2,34.813599999999994,10.503499999999999,0.30170680423742446,4,2,0.5,9,2,0.2222222222222222,17,5,0.29411764705882354,4,2,0.5,5,0,0.0,8,3,0.375,8,0,0.0,9,5,0.5555555555555556,2,0,0.0,2,2,1.0,2,0,0.0,3,0,0.0,4,0,0.0,4,3,0.75,REP NPP NPP REP,REP,False,False,False
96,BLVD,94538,832810,0,3,Centerville,True,96,1,0,1,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
97,ST,94536,832110,0,3,Centerville,False,97,2,1,2,1,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP DEM,DEM,False,False,False
98,DR,94538,832900,0,3,Centerville,False,98,1,0,0,0,0,1,8.5015,0.0,0.0,0,0,-1.0,2,0,0.0,4,0,0.0,0,0,-1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
99,ST,94536,835420,0,3,Downtown / BART,False,99,1,1,1,0,1,0,11.0063,2.5001,0.2271517221954699,2,0,0.0,4,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,1,0.5,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,REP,REP,False,True,True
100,WAY,94538,832600,1,3,Centerville,True,100,1,1,1,1,0,0,11.0063,8.2027,0.745273161734643,2,1,0.5,4,2,0.5,6,4,0.6666666666666666,2,1,0.5,2,1,0.5,2,2,1.0,3,2,0.6666666666666666,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
101,CMN,94536,835300,0,3,Downtown / BART,False,101,1,0,0,0,0,1,5.5003,2.5001,0.45453884333581807,0,0,-1.0,0,0,-1.0,2,1,0.5,0,0,-1.0,0,0,-1.0,2,1,0.5,1,0,0.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,1,1.0,NPP,NPP,False,False,True
102,WAY,94538,832620,1,3,Centerville,False,102,1,1,0,0,1,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,REP,REP,False,True,True
103,BLVD,94538,835310,0,3,Downtown / BART,True,103,1,0,0,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
104,AVE,94536,835300,0,3,Downtown / BART,True,104,1,0,1,0,0,1,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,NPP,NPP,False,False,True
105,ST,94536,835300,0,3,Downtown / BART,True,105,1,1,1,1,0,0,11.0063,1.5016,0.13643095318135978,2,1,0.5,4,1,0.25,6,1,0.16666666666666666,2,1,0.5,2,0,0.0,2,0,0.0,3,0,0.0,3,1,0.3333333333333333,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,DEM,DEM,False,True,True
106,WAY,94538,832710,0,3,Centerville,False,106,1,1,1,0,1,0,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,REP,REP,False,True,True
107,AVE,94536,835500,0,3,Downtown / BART,True,107,1,1,1,0,1,0,11.0063,5.505,0.5001680855510027,2,2,1.0,4,2,0.5,6,3,0.5,2,2,1.0,2,0,0.0,2,1,0.5,3,2,0.6666666666666666,3,1,0.3333333333333333,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,0,0.0,REP,REP,False,True,True
108,AVE,94536,835040,0,3,Downtown / BART,False,108,2,2,1,2,0,0,19.5078,12.5032,0.6409333702416469,2,1,0.5,6,3,0.5,10,6,0.6,2,1,0.5,4,2,0.5,4,3,0.75,5,2,0.4,5,4,0.8,1,0,0.0,1,1,1.0,2,1,0.5,2,1,0.5,2,1,0.5,2,2,1.0,DEM DEM,DEM,False,True,True
109,DR,94536,835100,0,3,Centerville,False,109,1,1,1,1,0,0,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,DEM,DEM,False,True,True
110,PL/TER,94536,832110,0,3,Centerville,False,110,2,1,0,1,0,1,21.0094,11.003599999999999,0.5237465134654011,3,2,0.6666666666666666,7,2,0.2857142857142857,11,5,0.45454545454545453,3,2,0.6666666666666666,4,0,0.0,4,3,0.75,5,1,0.2,6,4,0.6666666666666666,1,0,0.0,2,2,1.0,2,0,0.0,2,0,0.0,2,1,0.5,2,2,1.0,DEM NPP,DEM,False,False,False
111,DR,94538,832900,0,3,Centerville,True,111,1,1,1,1,0,0,11.0063,8.0051,0.7273198077464725,2,2,1.0,4,2,0.5,6,4,0.6666666666666666,2,2,1.0,2,0,0.0,2,2,1.0,3,2,0.6666666666666666,3,2,0.6666666666666666,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,DEM,DEM,False,True,True
112,AVE,94536,835040,0,3,Downtown / BART,False,112,2,2,2,2,0,0,22.0126,20.0062,0.9088522028292887,4,2,0.5,8,6,0.75,12,10,0.8333333333333334,4,2,0.5,4,4,1.0,4,4,1.0,6,4,0.6666666666666666,6,6,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,DEM DEM,DEM,False,True,True
113,BLVD,94536,832210,1,3,Centerville,True,113,3,2,2,2,0,1,18.3023,14.0018,0.7650295318074778,0,0,-1.0,3,2,0.6666666666666666,8,6,0.75,0,0,-1.0,3,2,0.6666666666666666,5,4,0.8,3,3,1.0,5,3,0.6,0,0,-1.0,0,0,-1.0,1,1,1.0,2,1,0.5,2,2,1.0,3,2,0.6666666666666666,NPP DEM DEM,DEM,False,False,False
114,AVE,94538,832600,1,3,Centerville,False,114,3,0,1,0,0,3,33.0189,9.2059,0.2788069863017847,6,2,0.3333333333333333,12,3,0.25,18,5,0.2777777777777778,6,2,0.3333333333333333,6,1,0.16666666666666666,6,2,0.3333333333333333,9,3,0.3333333333333333,9,2,0.2222222222222222,3,1,0.3333333333333333,3,1,0.3333333333333333,3,1,0.3333333333333333,3,0,0.0,3,1,0.3333333333333333,3,1,0.3333333333333333,NPP NPP NPP,NPP,False,False,True
115,AVE,94536,835200,0,3,Centerville,True,115,2,2,1,1,0,0,8.0004,2.5001,0.3124968751562422,0,0,-1.0,0,0,-1.0,3,1,0.3333333333333333,0,0,-1.0,0,0,-1.0,3,1,0.3333333333333333,1,0,0.0,2,1,0.5,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,0,0.0,2,1,0.5,IND DEM,TIE,True,True,False
116,DR,94538,832900,0,3,Centerville,False,116,2,1,1,1,0,1,22.0126,4.0017000000000005,0.18179133768841485,4,1,0.25,8,1,0.125,12,2,0.16666666666666666,4,1,0.25,4,0,0.0,4,1,0.25,6,0,0.0,6,2,0.3333333333333333,2,0,0.0,2,1,0.5,2,0,0.0,2,0,0.0,2,0,0.0,2,1,0.5,NPP DEM,DEM,False,False,False
117,WAY,94536,832400,0,3,Centerville,False,117,2,2,2,0,2,0,12.5032,10.7028,0.8560048627551347,1,1,1.0,3,2,0.6666666666666666,6,5,0.8333333333333334,1,1,1.0,2,1,0.5,3,3,1.0,2,2,1.0,4,3,0.75,0,0,-1.0,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,2,2,1.0,REP REP,REP,False,True,True
118,PL/TER,94536,832210,2,3,Centerville,False,118,1,0,1,0,0,1,8.5015,0.0,0.0,0,0,-1.0,2,0,0.0,4,0,0.0,0,0,-1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,0,0,-1.0,0,0,-1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
119,BLVD,94536,835500,0,3,Downtown / BART,False,119,4,3,3,2,1,1,35.519,14.104300000000002,0.3970916974013909,6,2,0.3333333333333333,12,4,0.3333333333333333,19,7,0.3684210526315789,6,2,0.3333333333333333,6,2,0.3333333333333333,7,3,0.42857142857142855,9,0,0.0,10,7,0.7,3,0,0.0,3,2,0.6666666666666666,3,0,0.0,3,2,0.6666666666666666,3,0,0.0,4,3,0.75,REP DEM NPP DEM,REP,True,False,False
120,AVE,94538,832600,1,3,Centerville,False,120,2,2,0,1,1,0,22.0126,2.5001,0.11357586109773495,4,0,0.0,8,0,0.0,12,1,0.08333333333333333,4,0,0.0,4,0,0.0,4,1,0.25,6,0,0.0,6,1,0.16666666666666666,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,1,0.5,REP DEM,TIE,True,True,False
121,AVE,94538,832400,0,3,Centerville,True,121,1,1,0,1,0,0,11.0063,4.0017,0.3635826753768296,2,1,0.5,4,1,0.25,6,2,0.3333333333333333,2,1,0.5,2,0,0.0,2,1,0.5,3,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,DEM,DEM,False,True,True
122,AVE,94538,832810,0,3,Centerville,False,122,1,0,1,0,0,1,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,NPP,NPP,False,False,True
123,DR,94538,832620,2,3,Centerville,True,123,3,3,2,3,0,0,16.0065,7.7026,0.4812170055914785,2,1,0.5,4,2,0.5,8,4,0.5,2,1,0.5,2,1,0.5,4,2,0.5,3,1,0.3333333333333333,5,3,0.6,1,0,0.0,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,3,2,0.6666666666666666,DEM DEM DEM,DEM,False,True,True
124,ST,94536,835400,0,3,Downtown / BART,False,124,2,2,2,0,2,0,22.0126,20.0062,0.9088522028292887,4,2,0.5,8,6,0.75,12,10,0.8333333333333334,4,2,0.5,4,4,1.0,4,4,1.0,6,4,0.6666666666666666,6,6,1.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,REP REP,REP,False,True,True
125,DR,94538,832620,2,3,Centerville,True,125,1,1,0,1,0,0,0.0,0.0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,DEM,DEM,False,True,True
126,BLVD,94536,835100,0,3,Centerville,False,126,2,1,2,0,1,1,22.0126,16.0122,0.7274106648010685,4,4,1.0,8,8,1.0,12,10,0.8333333333333334,4,4,1.0,4,4,1.0,4,2,0.5,6,4,0.6666666666666666,6,6,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,2,1.0,NPP REP,REP,False,False,False
127,BLVD,94538,832700,1,3,Centerville,True,127,1,1,1,1,0,0,2.5001,2.5001,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,1,1,1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,0,0,-1.0,1,1,1.0,DEM,DEM,False,True,True
128,BLVD,94538,832700,1,3,Centerville,True,128,2,0,2,0,0,2,17.003,5.0002,0.29407751573251784,0,0,-1.0,4,0,0.0,8,2,0.25,0,0,-1.0,4,0,0.0,4,2,0.5,4,0,0.0,4,2,0.5,0,0,-1.0,0,0,-1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,NPP NPP,NPP,False,False,True
129,CT,94538,832600,1,3,Centerville,False,129,1,0,0,0,0,1,11.0063,0.0,0.0,2,0,0.0,4,0,0.0,6,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,3,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,NPP,NPP,False,False,True
