Hid,StreetType,Zip,Precinct,PrecinctSub,District,CityArea,isApt,cHid
3305,DR,94538,832810,0,3,Centerville,False,3305
3306,BLVD,94538,832700,2,3,Centerville,True,3306
3307,CMN,94536,835100,0,3,Centerville,False,3307
3308,PL,94538,832910,0,3,Centerville,False,3308
3309,BLVD,94538,835310,0,3,Downtown / BART,False,3309
3310,DR,94538,832800,0,3,Centerville,False,3310
3311,CMN,94536,835300,0,3,Downtown / BART,False,3311
3312,CT,94538,832600,1,3,Centerville,False,3312
3313,CT,94536,835410,0,3,Downtown / BART,False,3313
3314,CT,94536,835410,0,3,Downtown / BART,False,3314
3315,AVE,94538,835310,0,3,Downtown / BART,True,3315
3316,CMN,94538,832620,2,3,Centerville,False,3316
3317,CMN,94538,832620,2,3,Centerville,False,3317
3318,AVE,94538,832600,1,3,Centerville,False,3318
3319,DR,94538,832810,0,3,Centerville,False,3319
3320,DR,94538,832810,0,3,Centerville,False,3320
3321,LN,94538,832810,0,3,Centerville,False,3321
3322,AVE,94536,832110,0,3,Centerville,False,3322
3323,ST,94536,835200,0,3,Centerville,True,3323
3324,LN,94538,832900,0,3,Centerville,False,3324
3325,AVE,94536,835200,0,3,Centerville,True,3325
3326,CMN,94538,835310,0,3,Downtown / BART,False,3326
3327,PL,94538,832910,0,3,Centerville,False,3327
3328,CMN,94536,835100,0,3,Centerville,False,3328
3329,CT,94538,832810,0,3,Centerville,False,3329
3330,DR,94536,835400,0,3,Downtown / BART,False,3330
3331,AVE,94538,832620,2,3,Centerville,False,3331
3332,AVE,94536,832110,0,3,Centerville,False,3332
3333,LN,94538,832900,0,3,Centerville,False,3333
3334,AVE,94538,835300,0,3,Downtown / BART,True,3334
3335,PKWY,94536,835300,0,3,Downtown / BART,True,3335
3336,BLVD,94538,832700,2,3,Centerville,True,3336
3337,BLVD,94538,832700,2,3,Centerville,True,3337
3338,CT,94538,832600,1,3,Centerville,False,3338
3339,BLVD,94538,832700,2,3,Centerville,True,3339
3340,DR,94536,832400,0,3,Centerville,False,3340
3341,WAY,94536,832110,0,3,Centerville,False,3341
3342,WAY,94536,832210,2,3,Centerville,False,3342
3343,ST,94536,835040,0,3,Downtown / BART,False,3343
3344,AVE,94536,835500,0,3,Downtown / BART,True,3344
3345,BLVD,94536,835500,0,3,Downtown / BART,False,3345
3346,PKWY,94536,835300,0,3,Downtown / BART,False,3346
3347,AVE,94538,832800,0,3,Centerville,False,3347
3348,BLVD,94538,835310,0,3,Downtown / BART,True,3348
3349,ST,94538,832710,0,3,Centerville,False,3349
3350,BLVD,94538,832700,2,3,Centerville,True,3350
3351,WAY,94536,832210,2,3,Centerville,False,3351
3352,BLVD,94538,835310,0,3,Downtown / BART,True,3352
3353,DR,94536,832400,0,3,Centerville,False,3353
3354,CT,94536,831730,0,3,Downtown / BART,False,3354
3355,CT,94538,832600,1,3,Centerville,False,3355
3356,WAY,94536,832400,0,3,Centerville,False,3356
3357,DR,94536,835300,0,3,Downtown / BART,True,3357
3358,AVE,94538,835310,0,3,Downtown / BART,True,3358
3359,CMN,94538,832610,1,3,Centerville,False,3359
3360,BLVD,94538,832700,1,3,Centerville,True,3360
3361,PL,94538,832910,0,3,Centerville,False,3361
3362,DR,94538,832800,0,3,Centerville,False,3362
3363,AVE,94536,835040,0,3,Downtown / BART,False,3363
3364,AVE,94538,835300,0,3,Downtown / BART,True,3364
3365,DR,94538,832900,0,3,Centerville,False,3365
3366,TER,94536,835500,0,3,Downtown / BART,False,3366
3367,DR,94536,835200,0,3,Centerville,True,3367
3368,BLVD,94538,832700,2,3,Centerville,True,3368
3369,CT,94536,831730,0,3,Downtown / BART,False,3369
3370,CMN,94538,835310,0,3,Downtown / BART,False,3370
3371,AVE,94538,832600,1,3,Centerville,False,3371
3372,ST,94536,835010,0,3,Centerville,False,3372
3373,RD,94536,832400,0,3,Centerville,True,3373
3374,CT,94538,832600,1,3,Centerville,False,3374
3375,WAY,94538,832610,2,3,Centerville,True,3375
3376,AVE,94536,835040,0,3,Downtown / BART,False,3376
3377,DR,94538,832620,2,3,Centerville,True,3377
3378,ST,94536,835300,0,3,Downtown / BART,True,3378
3379,CMN,94538,835310,0,3,Downtown / BART,False,3379
3380,DR,94538,832900,0,3,Centerville,False,3380
3381,BLVD,94538,832700,2,3,Centerville,True,3381
3382,AVE,94538,832210,1,3,Centerville,True,3382
3383,ST,94536,835000,0,3,Downtown / BART,True,3383
3384,ST,94536,835040,0,3,Downtown / BART,False,3384
3385,CT,94538,832910,0,3,Centerville,False,3385
3386,DR,94536,832110,0,3,Centerville,False,3386
3387,BLVD,94538,832620,2,3,Centerville,False,3387
3388,CMN,94538,835310,0,3,Downtown / BART,False,3388
3389,WAY,94538,832600,1,3,Centerville,False,3389
3390,BLVD,94538,832700,2,3,Centerville,True,3390
3391,DR,94536,832400,0,3,Centerville,False,3391
3392,CT,94536,835040,0,3,Downtown / BART,False,3392
3393,CT,94536,832400,0,3,Centerville,False,3393
3394,LN,94538,832900,0,3,Centerville,False,3394
3395,CMN,94536,835300,0,3,Downtown / BART,False,3395
3396,DR,94538,832600,1,3,Centerville,False,3396
3397,DR,94538,832620,2,3,Centerville,False,3397
3398,TER,94538,832610,2,3,Centerville,False,3398
3399,CMN,94536,835300,0,3,Downtown / BART,False,3399
3400,WAY,94538,832710,0,3,Centerville,False,3400
3401,ST,94536,835400,0,3,Downtown / BART,False,3401
3402,AVE,94538,835300,0,3,Downtown / BART,False,3402
3403,CT,94536,835010,0,3,Centerville,False,3403
3404,CMN,94538,835310,0,3,Downtown / BART,False,3404
3405,LN,94538,832810,0,3,Centerville,False,3405
3406,DR,94538,832800,0,3,Centerville,False,3406
3407,CMN,94538,832620,2,3,Centerville,False,3407
3408,ST,94536,832110,0,3,Centerville,False,3408
3409,AVE,94538,832710,0,3,Centerville,False,3409
3410,DR,94536,835400,0,3,Downtown / BART,False,3410
3411,RD,94538,832710,0,3,Centerville,False,3411
3412,CT,94536,835010,0,3,Centerville,False,3412
3413,RD,94538,832600,1,3,Centerville,False,3413
3414,CMN,94538,835310,0,3,Downtown / BART,False,3414
3415,AVE,94536,835300,0,3,Downtown / BART,False,3415
3416,ST,94538,832810,0,3,Centerville,False,3416
3417,DR,94536,832400,0,3,Centerville,False,3417
3418,CT,94538,832620,1,3,Centerville,False,3418
3419,ST,94536,835300,0,3,Downtown / BART,True,3419
3420,BLVD,94536,835100,0,3,Centerville,True,3420
3421,DR,94538,832710,0,3,Centerville,False,3421
3422,DR,94536,835400,0,3,Downtown / BART,False,3422
3423,WAY,94538,832900,0,3,Centerville,False,3423
3424,AVE,94538,835310,0,3,Downtown / BART,True,3424
3425,DR,94538,835310,0,3,Downtown / BART,True,3425
3426,AVE,94538,832600,1,3,Centerville,False,3426
3427,DR,94538,832620,2,3,Centerville,True,3427
3428,DR,94538,832610,2,3,Centerville,True,3428
3429,CT,94536,835010,0,3,Centerville,False,3429
3430,BLVD,94538,832700,1,3,Centerville,True,3430
3431,DR,94536,832110,0,3,Centerville,False,3431
3432,DR,94536,832110,0,3,Centerville,False,3432
3433,ST,94538,832810,0,3,Centerville,False,3433
3434,CT,94536,835010,0,3,Centerville,False,3434
3435,DR,94538,832810,0,3,Centerville,False,3435
3436,BLVD,94538,832700,2,3,Centerville,True,3436
3437,ST,94536,832110,0,3,Centerville,False,3437
3438,BLVD,94538,835310,0,3,Downtown / BART,False,3438
3439,DR,94538,832610,1,3,Centerville,False,3439
3440,BLVD,94538,832700,2,3,Centerville,True,3440
3441,CT,94536,835040,0,3,Downtown / BART,False,3441
3442,AVE,94536,835300,0,3,Downtown / BART,True,3442
3443,TER,94538,832910,0,3,Centerville,False,3443
3444,ST,94536,835400,0,3,Downtown / BART,False,3444
3445,TER,94538,832610,2,3,Centerville,False,3445
3446,CMN,94538,835310,0,3,Downtown / BART,False,3446
3447,CMN,94538,835310,0,3,Downtown / BART,False,3447
3448,RD,94538,832900,0,3,Centerville,False,3448
3449,ST,94536,835100,0,3,Centerville,False,3449
3450,AVE,94536,835040,0,3,Downtown / BART,False,3450
3451,AVE,94536,835500,0,3,Downtown / BART,True,3451
3452,CMN,94536,835000,0,3,Downtown / BART,False,3452
3453,AVE,94536,835300,0,3,Downtown / BART,True,3453
3454,AVE,94538,832600,1,3,Centerville,False,3454
3455,DR,94538,832810,0,3,Centerville,False,3455
3456,ST,94538,832800,0,3,Centerville,False,3456
3457,BLVD,94538,835310,0,3,Downtown / BART,True,3457
3458,ST,94536,835000,0,3,Downtown / BART,False,3458
3459,LN,94538,832810,0,3,Centerville,False,3459
3460,CMN,94536,835420,0,3,Downtown / BART,False,3460
3461,DR,94536,832210,2,3,Centerville,False,3461
3462,AVE,94538,832600,1,3,Centerville,False,3462
3463,TER,94538,832610,1,3,Centerville,False,3463
3464,AVE,94536,835420,0,3,Downtown / BART,False,3464
3465,AVE,94536,835500,0,3,Downtown / BART,False,3465
3466,CMN,94536,835100,0,3,Centerville,False,3466
3467,DR,94538,832800,0,3,Centerville,False,3467
3468,AVE,94538,835310,0,3,Downtown / BART,True,3468
3469,RD,94536,832400,0,3,Centerville,True,3469
3470,AVE,94538,832600,1,3,Centerville,True,3470
3471,DR,94536,832110,0,3,Centerville,False,3471
3472,AVE,94538,832400,0,3,Centerville,True,3472
3473,BLVD,94536,835500,0,3,Downtown / BART,False,3473
3474,AVE,94538,835300,0,3,Downtown / BART,True,3474
3475,PL,94538,832910,0,3,Centerville,False,3475
3476,WAY,94538,832620,2,3,Centerville,False,3476
3477,BLVD,94538,832700,2,3,Centerville,True,3477
3478,DR,94538,832810,0,3,Centerville,False,3478
3479,ST,94538,832810,0,3,Centerville,False,3479
3480,PL,94536,835000,0,3,Downtown / BART,False,3480
3481,AVE,94536,832110,0,3,Centerville,False,3481
3482,DR,94536,832110,0,3,Centerville,False,3482
3483,CT,94536,831730,0,3,Downtown / BART,False,3483
3484,BLVD,94538,832700,2,3,Centerville,True,3484
3485,ST,94536,835300,0,3,Downtown / BART,True,3485
3486,TER,94538,832910,0,3,Centerville,False,3486
3487,CMN,94538,832610,1,3,Centerville,False,3487
3488,DR,94536,832400,0,3,Centerville,False,3488
3489,AVE,94538,835300,0,3,Downtown / BART,True,3489
3490,ST,94536,835300,0,3,Downtown / BART,True,3490
3491,AVE,94536,835300,0,3,Downtown / BART,True,3491
3492,CT,94536,835000,0,3,Downtown / BART,False,3492
3493,RD,94538,832900,0,3,Centerville,False,3493
3494,CMN,94538,835310,0,3,Downtown / BART,False,3494
3495,CMN,94538,835310,0,3,Downtown / BART,False,3495
3496,DR,94538,832810,0,3,Centerville,False,3496
3497,CT,94536,835010,0,3,Centerville,False,3497
3498,CT,94536,835010,0,3,Centerville,False,3498
3499,LOOP,94536,835010,0,3,Centerville,False,3499
3500,AVE,94536,832400,0,3,Centerville,False,3500
3501,CT,94538,832710,0,3,Centerville,False,3501
3502,DR,94536,832210,2,3,Centerville,False,3502
3503,ST,94538,832710,0,3,Centerville,False,3503
3504,CMN,94538,832620,2,3,Centerville,False,3504
3505,GRN,94536,835400,0,3,Downtown / BART,False,3505
3506,CMN,94536,835100,0,3,Centerville,True,3506
3507,PL,94536,835000,0,3,Downtown / BART,False,3507
3508,PL,94538,832910,0,3,Centerville,False,3508
3509,AVE,94538,835310,0,3,Downtown / BART,True,3509
3510,ST,94536,835100,0,3,Centerville,False,3510
3511,AVE,94538,835310,0,3,Downtown / BART,True,3511
3512,CT,94536,835010,0,3,Centerville,False,3512
3513,BLVD,94538,835310,0,3,Downtown / BART,True,3513
3514,PL,94536,835000,0,3,Downtown / BART,False,3514
3515,AVE,94538,835310,0,3,Downtown / BART,True,3515
3516,DR,94538,832620,1,3,Centerville,False,3516
3517,DR,94536,835400,0,3,Downtown / BART,False,3517
3518,AVE,94538,835310,0,3,Downtown / BART,True,3518
3519,CMN,94538,835310,0,3,Downtown / BART,False,3519
3520,AVE,94538,835310,0,3,Downtown / BART,True,3520
3521,PL,94538,832910,0,3,Centerville,False,3521
3522,AVE,94538,835300,0,3,Downtown / BART,True,3522
3523,LOOP,94536,835010,0,3,Centerville,True,3523
3524,DR,94538,832600,1,3,Centerville,False,3524
3525,DR,94538,832620,2,3,Centerville,False,3525
3526,WAY,94538,832900,0,3,Centerville,False,3526
3527,PL,94538,832910,0,3,Centerville,False,3527
3528,ST,94536,835300,0,3,Downtown / BART,True,3528
3529,AVE,94538,832610,1,3,Centerville,False,3529
3530,ST,94538,832800,0,3,Centerville,False,3530
3531,WAY,94538,832610,2,3,Centerville,True,3531
3532,WAY,94538,832610,2,3,Centerville,True,3532
3533,RD,94538,832600,1,3,Centerville,False,3533
3534,ST,94536,835010,0,3,Centerville,False,3534
3535,DR,94538,832610,1,3,Centerville,False,3535
3536,AVE,94538,835300,0,3,Downtown / BART,False,3536
3537,AVE,94536,835000,0,3,Downtown / BART,False,3537
3538,CT,94536,831730,0,3,Downtown / BART,False,3538
3539,ST,94538,832800,0,3,Centerville,False,3539
3540,RD,94536,832400,0,3,Centerville,True,3540
3541,ST,94536,835010,0,3,Centerville,False,3541
3542,TER,94536,835000,0,3,Downtown / BART,False,3542
3543,WAY,94536,835410,0,3,Downtown / BART,False,3543
3544,PL,94538,832910,0,3,Centerville,False,3544
3545,ST,94536,835040,0,3,Downtown / BART,False,3545
3546,ST,94538,832810,0,3,Centerville,False,3546
3547,DR,94538,832620,1,3,Centerville,False,3547
3548,ST,94536,835300,0,3,Downtown / BART,True,3548
3549,BLVD,94538,835310,0,3,Downtown / BART,True,3549
3550,DR,94538,832800,0,3,Centerville,False,3550
3551,BLVD,94538,835310,0,3,Downtown / BART,True,3551
3552,CT,94536,835500,0,3,Downtown / BART,False,3552
3553,AVE,94538,832600,1,3,Centerville,False,3553
3554,ST,94536,835000,0,3,Downtown / BART,True,3554
3555,BLVD,94538,835310,0,3,Downtown / BART,True,3555
3556,WAY,94536,832400,0,3,Centerville,False,3556
3557,WAY,94536,832210,2,3,Centerville,False,3557
3558,CMN,94536,835100,0,3,Centerville,False,3558
3559,DR,94536,832210,2,3,Centerville,False,3559
3560,CMN,94538,835310,0,3,Downtown / BART,False,3560
3561,BLVD,94538,832700,2,3,Centerville,True,3561
3562,DR,94536,832210,2,3,Centerville,False,3562
3563,AVE,94536,835300,0,3,Downtown / BART,True,3563
3564,DR,94536,835100,0,3,Centerville,False,3564
3565,AVE,94536,835500,0,3,Downtown / BART,True,3565
3566,TER,94536,835500,0,3,Downtown / BART,False,3566
3567,ST,94536,835000,0,3,Downtown / BART,True,3567
3568,PKWY,94536,835300,0,3,Downtown / BART,True,3568
3569,BLVD,94538,835310,0,3,Downtown / BART,True,3569
3570,CMN,94536,835050,0,3,Centerville,False,3570
3571,CT,94536,835500,0,3,Downtown / BART,False,3571
3572,ST,94536,832210,2,3,Centerville,False,3572
3573,CT,94538,832910,0,3,Centerville,False,3573
3574,CMN,94536,832110,0,3,Centerville,False,3574
3575,WAY,94536,835100,0,3,Centerville,False,3575
3576,DR,94538,832810,0,3,Centerville,False,3576
3577,LN,94538,832900,0,3,Centerville,False,3577
3578,PL,94538,832910,0,3,Centerville,False,3578
3579,TER,94536,835100,0,3,Centerville,False,3579
3580,CT,94538,832800,0,3,Centerville,False,3580
3581,DR,94538,832900,0,3,Centerville,False,3581
3582,BLVD,94538,832700,2,3,Centerville,True,3582
3583,DR,94536,835300,0,3,Downtown / BART,True,3583
3584,CMN,94538,832910,0,3,Centerville,False,3584
3585,CMN,94536,835010,0,3,Centerville,False,3585
3586,CMN,94536,835100,0,3,Centerville,False,3586
3587,CMN,94536,835100,0,3,Centerville,True,3587
3588,AVE,94538,832620,2,3,Centerville,False,3588
3589,CMN,94538,832620,2,3,Centerville,False,3589
3590,AVE,94536,835300,0,3,Downtown / BART,True,3590
3591,CMN,94538,832910,0,3,Centerville,False,3591
3592,ST,94536,835000,0,3,Downtown / BART,True,3592
3593,DR,94536,835100,0,3,Centerville,False,3593
3594,WAY,94538,832600,1,3,Centerville,False,3594
3595,BLVD,94538,835310,0,3,Downtown / BART,True,3595
3596,DR,94538,832710,0,3,Centerville,False,3596
3597,AVE,94538,832800,0,3,Centerville,False,3597
3598,CMN,94538,835310,0,3,Downtown / BART,False,3598
3599,AVE,94538,835300,0,3,Downtown / BART,True,3599
3600,CT,94536,835410,0,3,Downtown / BART,False,3600
3601,RD,94538,832900,0,3,Centerville,False,3601
3602,PL,94538,832910,0,3,Centerville,False,3602
3603,TER,94538,832910,0,3,Centerville,False,3603
3604,ST,94536,835100,0,3,Centerville,False,3604
3605,DR,94538,832620,2,3,Centerville,False,3605
3606,AVE,94536,835040,0,3,Downtown / BART,False,3606
3607,AVE,94536,835500,0,3,Downtown / BART,True,3607
3608,TER,94538,832910,0,3,Centerville,False,3608
3609,CMN,94536,835000,0,3,Downtown / BART,False,3609
3610,BLVD,94538,835310,0,3,Downtown / BART,True,3610
3611,CMN,94536,835300,0,3,Downtown / BART,False,3611
3612,BLVD,94538,835310,0,3,Downtown / BART,True,3612
3613,ST,94536,835400,0,3,Downtown / BART,True,3613
3614,DR,94538,832610,2,3,Centerville,True,3614
3615,CMN,94536,835000,0,3,Downtown / BART,False,3615
3616,CMN,94536,835010,0,3,Centerville,False,3616
3617,DR,94536,832400,0,3,Centerville,False,3617
3618,PL,94538,832910,0,3,Centerville,False,3618
3619,WAY,94536,835040,0,3,Downtown / BART,False,3619
3620,WAY,94536,832210,2,3,Centerville,False,3620
3621,PL,94538,832910,0,3,Centerville,False,3621
3622,RD,94538,832900,0,3,Centerville,False,3622
3623,AVE,94538,835310,0,3,Downtown / BART,True,3623
3624,AVE,94536,835040,0,3,Downtown / BART,False,3624
3625,CMN,94538,835310,0,3,Downtown / BART,False,3625
3626,AVE,94536,835040,0,3,Downtown / BART,False,3626
3627,DR,94538,832800,0,3,Centerville,False,3627
3628,ST,94538,832810,0,3,Centerville,False,3628
3629,DR,94536,832110,0,3,Centerville,False,3629
3630,DR,94538,832810,0,3,Centerville,False,3630
3631,ST,94536,832210,2,3,Centerville,True,3631
3632,CT,94536,835400,0,3,Downtown / BART,False,3632
3633,CMN,94538,835310,0,3,Downtown / BART,False,3633
3634,CMN,94536,832210,1,3,Centerville,False,3634
3635,DR,94538,832800,0,3,Centerville,False,3635
3636,RD,94538,832810,0,3,Centerville,True,3636
3637,BLVD,94538,832810,0,3,Centerville,False,3637
3638,DR,94538,832800,0,3,Centerville,False,3638
3639,DR,94536,832210,2,3,Centerville,False,3639
3640,BLVD,94538,835310,0,3,Downtown / BART,True,3640
3641,PL,94538,832910,0,3,Centerville,False,3641
3642,WAY,94538,832600,1,3,Centerville,False,3642
3643,DR,94536,835400,0,3,Downtown / BART,False,3643
3644,DR,94536,835200,0,3,Centerville,True,3644
3645,DR,94538,832810,0,3,Centerville,False,3645
3646,AVE,94538,832810,0,3,Centerville,False,3646
3647,TER,94538,832910,0,3,Centerville,False,3647
3648,CMN,94536,835300,0,3,Downtown / BART,False,3648
3649,PL,94536,835000,0,3,Downtown / BART,False,3649
3650,ST,94538,832710,0,3,Centerville,False,3650
3651,BLVD,94538,835310,0,3,Downtown / BART,True,3651
3652,PL,94536,835000,0,3,Downtown / BART,False,3652
3653,ST,94536,835010,0,3,Centerville,False,3653
3654,WAY,94538,832610,2,3,Centerville,True,3654
3655,PL,94538,832910,0,3,Centerville,False,3655
3656,CMN,94538,835310,0,3,Downtown / BART,False,3656
3657,DR,94538,832620,2,3,Centerville,True,3657
3658,PL,94538,832910,0,3,Centerville,False,3658
3659,CT,94538,832710,0,3,Centerville,False,3659
3660,BLVD,94538,832620,2,3,Centerville,False,3660
3661,WAY,94536,835420,0,3,Downtown / BART,True,3661
3662,DR,94538,832610,2,3,Centerville,True,3662
3663,ST,94536,835400,0,3,Downtown / BART,True,3663
3664,DR,94538,832810,0,3,Centerville,False,3664
3665,CT,94538,832900,0,3,Centerville,False,3665
3666,BLVD,94538,832700,1,3,Centerville,False,3666
3667,DR,94538,832810,0,3,Centerville,False,3667
3668,ST,94536,835000,0,3,Downtown / BART,True,3668
3669,CMN,94538,835310,0,3,Downtown / BART,False,3669
3670,CMN,94538,835310,0,3,Downtown / BART,False,3670
3671,DR,94538,832900,0,3,Centerville,False,3671
3672,AVE,94538,835300,0,3,Downtown / BART,True,3672
3673,CT,94536,835420,0,3,Downtown / BART,False,3673
3674,BLVD,94536,832210,1,3,Centerville,True,3674
3675,BLVD,94538,835310,0,3,Downtown / BART,True,3675
3676,AVE,94538,835310,0,3,Downtown / BART,True,3676
3677,LN,94538,832610,2,3,Centerville,True,3677
3678,CT,94536,835040,0,3,Downtown / BART,False,3678
3679,CMN,94538,835310,0,3,Downtown / BART,False,3679
3680,DR,94538,832610,2,3,Centerville,True,3680
3681,CMN,94536,835400,0,3,Downtown / BART,False,3681
3682,GRN,94536,835400,0,3,Downtown / BART,False,3682
3683,DR,94536,832210,2,3,Centerville,False,3683
3684,PKWY,94536,835000,0,3,Downtown / BART,True,3684
3685,CMN,94538,835310,0,3,Downtown / BART,False,3685
3686,DR,94536,835300,0,3,Downtown / BART,True,3686
3687,AVE,94538,832800,0,3,Centerville,False,3687
3688,AVE,94538,835300,0,3,Downtown / BART,True,3688
3689,BLVD,94538,835310,0,3,Downtown / BART,True,3689
3690,BLVD,94538,832700,2,3,Centerville,True,3690
3691,CMN,94538,835310,0,3,Downtown / BART,False,3691
3692,CT,94536,835400,0,3,Downtown / BART,False,3692
3693,AVE,94538,832600,1,3,Centerville,False,3693
3694,AVE,94538,832810,0,3,Centerville,False,3694
3695,LN,94538,832810,0,3,Centerville,False,3695
3696,ST,94538,835310,0,3,Downtown / BART,True,3696
3697,WAY,94538,832620,2,3,Centerville,False,3697
3698,GRN,94536,835400,0,3,Downtown / BART,False,3698
3699,CMN,94536,835300,0,3,Downtown / BART,False,3699
3700,PL,94538,832910,0,3,Centerville,False,3700
3701,PL,94538,832910,0,3,Centerville,False,3701
3702,WAY,94536,832110,0,3,Centerville,False,3702
3703,WAY,94538,832600,1,3,Centerville,False,3703
3704,CT,94536,835100,0,3,Centerville,False,3704
3705,WAY,94536,832400,0,3,Centerville,False,3705
3706,CMN,94538,832620,2,3,Centerville,False,3706
3707,DR,94536,835400,0,3,Downtown / BART,False,3707
3708,CMN,94538,835310,0,3,Downtown / BART,False,3708
3709,AVE,94536,835300,0,3,Downtown / BART,False,3709
3710,WAY,94536,832210,2,3,Centerville,False,3710
3711,DR,94536,832400,0,3,Centerville,False,3711
3712,LN,94538,832700,1,3,Centerville,False,3712
3713,AVE,94536,832210,2,3,Centerville,False,3713
3714,CT,94536,835100,0,3,Centerville,False,3714
3715,AVE,94536,832400,0,3,Centerville,False,3715
3716,BLVD,94538,835310,0,3,Downtown / BART,True,3716
3717,AVE,94536,835200,0,3,Centerville,True,3717
3718,CT,94538,832810,0,3,Centerville,False,3718
3719,DR,94538,832620,2,3,Centerville,True,3719
3720,BLVD,94538,835310,0,3,Downtown / BART,False,3720
3721,DR,94538,832610,2,3,Centerville,True,3721
3722,AVE,94538,832710,0,3,Centerville,False,3722
3723,BLVD,94538,832700,2,3,Centerville,True,3723
3724,LN,94538,832700,1,3,Centerville,False,3724
3725,AVE,94538,832600,1,3,Centerville,False,3725
3726,DR,94536,832210,2,3,Centerville,False,3726
3727,DR,94538,832620,2,3,Centerville,False,3727
3728,PL,94538,832910,0,3,Centerville,False,3728
3729,BLVD,94538,832700,2,3,Centerville,True,3729
3730,TER,94538,832610,1,3,Centerville,False,3730
3731,BLVD,94538,835310,0,3,Downtown / BART,True,3731
3732,CT,94538,832910,0,3,Centerville,False,3732
3733,ST,94536,835300,0,3,Downtown / BART,True,3733
3734,ST,94536,835200,0,3,Centerville,True,3734
3735,BLVD,94538,832700,2,3,Centerville,True,3735
3736,WAY,94536,832400,0,3,Centerville,False,3736
3737,CT,94536,835400,0,3,Downtown / BART,False,3737
3738,CT,94538,832910,0,3,Centerville,False,3738
3739,CT,94536,831730,0,3,Downtown / BART,False,3739
3740,DR,94538,832810,0,3,Centerville,False,3740
3741,ST,94536,835000,0,3,Downtown / BART,True,3741
3742,ST,94536,835000,0,3,Downtown / BART,True,3742
3743,BLVD,94538,835310,0,3,Downtown / BART,True,3743
3744,CT,94536,835400,0,3,Downtown / BART,False,3744
3745,ST,94536,835100,0,3,Centerville,False,3745
3746,CMN,94538,835310,0,3,Downtown / BART,False,3746
3747,WAY,94538,832610,2,3,Centerville,True,3747
3748,PL,94536,835410,0,3,Downtown / BART,False,3748
3749,AVE,94536,835200,0,3,Centerville,True,3749
3750,CT,94536,835500,0,3,Downtown / BART,False,3750
3751,BLVD,94538,835310,0,3,Downtown / BART,True,3751
3752,BLVD,94538,832700,2,3,Centerville,True,3752
3753,CMN,94536,835100,0,3,Centerville,False,3753
3754,CT,94536,835040,0,3,Downtown / BART,False,3754
3755,ST,94536,832110,0,3,Centerville,False,3755
3756,ST,94536,835400,0,3,Downtown / BART,False,3756
3757,TER,94538,832610,2,3,Centerville,False,3757
3758,AVE,94536,835040,0,3,Downtown / BART,False,3758
3759,CT,94536,835100,0,3,Centerville,False,3759
3760,DR,94538,832810,0,3,Centerville,False,3760
3761,CMN,94536,835100,0,3,Centerville,False,3761
3762,TER,94536,835100,0,3,Centerville,True,3762
3763,DR,94538,832810,0,3,Centerville,False,3763
3764,TER,94536,832110,0,3,Centerville,False,3764
3765,DR,94538,832610,2,3,Centerville,True,3765
3766,BLVD,94538,835310,0,3,Downtown / BART,True,3766
3767,DR,94538,835310,0,3,Downtown / BART,True,3767
3768,CMN,94538,832620,2,3,Centerville,True,3768
3769,DR,94536,835400,0,3,Downtown / BART,False,3769
3770,ST,94536,835000,0,3,Downtown / BART,True,3770
3771,CT,94536,835500,0,3,Downtown / BART,False,3771
3772,CT,94536,835000,0,3,Downtown / BART,False,3772
3773,DR,94538,832620,2,3,Centerville,True,3773
3774,RD,94538,832710,0,3,Centerville,False,3774
3775,PL,94538,832910,0,3,Centerville,False,3775
3776,TER,94536,832110,0,3,Centerville,False,3776
3777,DR,94536,832110,0,3,Centerville,False,3777
3778,CT,94536,835400,0,3,Downtown / BART,False,3778
3779,WAY,94538,832610,2,3,Centerville,True,3779
3780,AVE,94538,832400,0,3,Centerville,False,3780
3781,CT,94536,832400,0,3,Centerville,False,3781
3782,LN,94536,835300,0,3,Downtown / BART,False,3782
3783,DR,94536,832210,1,3,Centerville,True,3783
3784,CT,94536,835410,0,3,Downtown / BART,False,3784
3785,AVE,94538,832600,1,3,Centerville,False,3785
3786,ST,94536,835400,0,3,Downtown / BART,False,3786
3787,RD,94538,832710,0,3,Centerville,False,3787
3788,RD,94538,832900,0,3,Centerville,False,3788
3789,ST,94536,835010,0,3,Centerville,False,3789
3790,TER,94536,835100,0,3,Centerville,False,3790
3791,DR,94536,835300,0,3,Downtown / BART,False,3791
3792,CMN,94538,832620,2,3,Centerville,False,3792
3793,CMN,94536,835100,0,3,Centerville,False,3793
3794,WAY,94536,835040,0,3,Downtown / BART,False,3794
3795,CT,94538,832600,1,3,Centerville,False,3795
3796,TER,94536,832210,2,3,Centerville,False,3796
3797,DR,94536,835100,0,3,Centerville,False,3797
3798,DR,94536,835300,0,3,Downtown / BART,True,3798
3799,PL,94538,832910,0,3,Centerville,False,3799
3800,AVE,94536,835040,0,3,Downtown / BART,False,3800
3801,CIR,94536,835400,0,3,Downtown / BART,False,3801
3802,PKWY,94536,835100,0,3,Centerville,False,3802
3803,WAY,94536,835410,0,3,Downtown / BART,False,3803
3804,ST,94536,832210,1,3,Centerville,False,3804
3805,DR,94536,832400,0,3,Centerville,False,3805
3806,AVE,94536,835000,0,3,Downtown / BART,False,3806
3807,ST,94536,835200,0,3,Centerville,True,3807
