Hid,StreetType,Zip,Precinct,PrecinctSub,District,CityArea,isApt,cHid
1408,TER,94536,835100,0,3,Centerville,True,1408
1409,ST,94538,832810,0,3,Centerville,False,1409
1410,CMN,94538,832620,2,3,Centerville,False,1410
1411,DR,94538,832800,0,3,Centerville,False,1411
1412,AVE,94538,832710,0,3,Centerville,False,1412
1413,DR,94538,835310,0,3,Downtown / BART,True,1413
1414,WAY,94536,832210,2,3,Centerville,False,1414
1415,TER,94538,832910,0,3,Centerville,False,1415
1416,WAY,94536,832400,0,3,Centerville,False,1416
1417,CT,94536,832110,0,3,Centerville,False,1417
1418,BLVD,94538,832700,2,3,Centerville,True,1418
1419,CMN,94536,835100,0,3,Centerville,False,1419
1420,AVE,94538,835300,0,3,Downtown / BART,True,1420
1421,DR,94538,832620,2,3,Centerville,False,1421
1422,BLVD,94538,835310,0,3,Downtown / BART,True,1422
1423,BLVD,94538,832700,2,3,Centerville,True,1423
1424,ST,94538,832810,0,3,Centerville,False,1424
1425,CT,94538,832810,0,3,Centerville,False,1425
1426,CT,94538,832810,0,3,Centerville,False,1426
1427,ST,94538,832800,0,3,Centerville,False,1427
1428,WAY,94538,832610,2,3,Centerville,True,1428
1429,LN,94538,832700,1,3,Centerville,False,1429
1430,LN,94538,832810,0,3,Centerville,False,1430
1431,AVE,94538,835310,0,3,Downtown / BART,True,1431
1432,CT,94538,832910,0,3,Centerville,False,1432
1433,ST,94536,835000,0,3,Downtown / BART,True,1433
1434,ST,94538,832810,0,3,Centerville,False,1434
1435,ST,94538,832800,0,3,Centerville,False,1435
1436,AVE,94536,832110,0,3,Centerville,False,1436
1437,GRN,94536,835420,0,3,Downtown / BART,False,1437
1438,BLVD,94536,835000,0,3,Downtown / BART,True,1438
1439,CMN,94538,835310,0,3,Downtown / BART,False,1439
1440,RD,94536,832400,0,3,Centerville,False,1440
1441,CT,94536,831730,0,3,Downtown / BART,False,1441
1442,BLVD,94536,835100,0,3,Centerville,True,1442
1443,DR,94536,832400,0,3,Centerville,False,1443
1444,TER,94536,835100,0,3,Centerville,True,1444
1445,DR,94536,835300,0,3,Downtown / BART,True,1445
1446,DR,94536,832400,0,3,Centerville,False,1446
1447,ST,94536,835200,0,3,Centerville,True,1447
1448,LOOP,94536,835010,0,3,Centerville,False,1448
1449,BLVD,94538,835310,0,3,Downtown / BART,True,1449
1450,AVE,94538,832620,2,3,Centerville,False,1450
1451,DR,94538,832620,2,3,Centerville,False,1451
1452,ST,94536,832110,0,3,Centerville,False,1452
1453,ST,94536,835400,0,3,Downtown / BART,False,1453
1454,AVE,94538,835310,0,3,Downtown / BART,True,1454
1455,DR,94536,832400,0,3,Centerville,False,1455
1456,CMN,94538,835310,0,3,Downtown / BART,False,1456
1457,DR,94536,835300,0,3,Downtown / BART,False,1457
1458,CT,94536,835010,0,3,Centerville,False,1458
1459,WAY,94538,832600,1,3,Centerville,False,1459
1460,CMN,94538,832620,2,3,Centerville,False,1460
1461,ST,94538,832810,0,3,Centerville,False,1461
1462,ST,94536,835200,0,3,Centerville,True,1462
1463,BLVD,94538,832810,0,3,Centerville,False,1463
1464,CMN,94538,832610,1,3,Centerville,False,1464
1465,CMN,94538,835310,0,3,Downtown / BART,False,1465
1466,ST,94536,835200,0,3,Centerville,True,1466
1467,TER,94536,835100,0,3,Centerville,False,1467
1468,DR,94538,832800,0,3,Centerville,False,1468
1469,CT,94538,832600,1,3,Centerville,False,1469
1470,ST,94536,832210,1,3,Centerville,True,1470
1471,LN,94538,832900,0,3,Centerville,False,1471
1472,CMN,94538,835310,0,3,Downtown / BART,False,1472
1473,TER,94536,835100,0,3,Centerville,False,1473
1474,CMN,94538,832610,1,3,Centerville,False,1474
1475,CMN,94538,835310,0,3,Downtown / BART,False,1475
1476,DR,94536,832400,0,3,Centerville,False,1476
1477,WAY,94536,832110,0,3,Centerville,False,1477
1478,DR,94536,832400,0,3,Centerville,False,1478
1479,BLVD,94538,835310,0,3,Downtown / BART,True,1479
1480,DR,94536,831730,0,3,Downtown / BART,False,1480
1481,CT,94536,835040,0,3,Downtown / BART,False,1481
1482,WAY,94536,832210,2,3,Centerville,False,1482
1483,DR,94538,832620,1,3,Centerville,False,1483
1484,DR,94538,832610,2,3,Centerville,True,1484
1485,CMN,94538,835310,0,3,Downtown / BART,False,1485
1486,ST,94536,835200,0,3,Centerville,True,1486
1487,PL,94538,832910,0,3,Centerville,False,1487
1488,DR,94538,832810,0,3,Centerville,False,1488
1489,DR,94536,835200,0,3,Centerville,True,1489
1490,ST,94536,835200,0,3,Centerville,True,1490
1491,ST,94536,835200,0,3,Centerville,True,1491
1492,DR,94538,832900,0,3,Centerville,False,1492
1493,BLVD,94538,832700,1,3,Centerville,True,1493
1494,CMN,94536,835420,0,3,Downtown / BART,False,1494
1495,LN,94538,832700,1,3,Centerville,False,1495
1496,AVE,94538,835300,0,3,Downtown / BART,True,1496
1497,CMN,94536,835000,0,3,Downtown / BART,False,1497
1498,CMN,94536,835300,0,3,Downtown / BART,False,1498
1499,DR,94538,832900,0,3,Centerville,False,1499
1500,CMN,94538,835310,0,3,Downtown / BART,False,1500
1501,ST,94536,835410,0,3,Downtown / BART,False,1501
1502,ST,94538,832600,1,3,Centerville,False,1502
1503,TER,94538,832910,0,3,Centerville,False,1503
1504,PKWY,94536,835100,0,3,Centerville,False,1504
1505,WAY,94538,832610,2,3,Centerville,True,1505
1506,AVE,94538,832600,1,3,Centerville,False,1506
1507,LN,94538,832900,0,3,Centerville,False,1507
1508,AVE,94538,835310,0,3,Downtown / BART,True,1508
1509,AVE,94538,832400,0,3,Centerville,True,1509
1510,PL,94538,832910,0,3,Centerville,False,1510
1511,CT,94538,832800,0,3,Centerville,False,1511
1512,CT,94538,832800,0,3,Centerville,False,1512
1513,PL,94538,832910,0,3,Centerville,False,1513
1514,AVE,94536,835500,0,3,Downtown / BART,True,1514
1515,BLVD,94538,835310,0,3,Downtown / BART,True,1515
1516,CMN,94538,835310,0,3,Downtown / BART,False,1516
1517,BLVD,94538,832700,1,3,Centerville,True,1517
1518,DR,94538,832620,2,3,Centerville,True,1518
1519,BLVD,94538,832700,1,3,Centerville,True,1519
1520,ST,94538,835310,0,3,Downtown / BART,True,1520
1521,WAY,94538,832600,1,3,Centerville,True,1521
1522,ST,94536,832210,1,3,Centerville,True,1522
1523,TER,94538,832910,0,3,Centerville,False,1523
1524,DR,94538,832810,0,3,Centerville,False,1524
1525,WAY,94538,832900,0,3,Centerville,False,1525
1526,RD,94538,832900,0,3,Centerville,False,1526
1527,CT,94536,835500,0,3,Downtown / BART,False,1527
1528,PL,94538,832910,0,3,Centerville,False,1528
1529,AVE,94536,835500,0,3,Downtown / BART,True,1529
1530,DR,94536,832400,0,3,Centerville,False,1530
1531,PL,94538,832910,0,3,Centerville,False,1531
1532,CT,94536,835420,0,3,Downtown / BART,False,1532
1533,AVE,94536,835500,0,3,Downtown / BART,True,1533
1534,CMN,94538,835310,0,3,Downtown / BART,False,1534
1535,DR,94538,832810,0,3,Centerville,False,1535
1536,CMN,94536,835100,0,3,Centerville,False,1536
1537,CT,94538,832710,0,3,Centerville,False,1537
1538,AVE,94536,835420,0,3,Downtown / BART,False,1538
1539,TER,94536,835500,0,3,Downtown / BART,False,1539
1540,PKWY,94536,835400,0,3,Downtown / BART,False,1540
1541,CMN,94536,835000,0,3,Downtown / BART,False,1541
1542,AVE,94536,835400,0,3,Downtown / BART,False,1542
1543,ST,94536,835200,0,3,Centerville,True,1543
1544,PL,94538,832910,0,3,Centerville,False,1544
1545,DR,94538,832900,0,3,Centerville,False,1545
1546,LN,94538,832810,0,3,Centerville,False,1546
1547,CMN,94536,835010,0,3,Centerville,False,1547
1548,BLVD,94538,835310,0,3,Downtown / BART,True,1548
1549,DR,94536,835300,0,3,Downtown / BART,True,1549
1550,WAY,94538,832620,1,3,Centerville,False,1550
1551,ST,94536,835000,0,3,Downtown / BART,True,1551
1552,CMN,94536,835100,0,3,Centerville,False,1552
1553,TER,94538,832610,1,3,Centerville,False,1553
1554,LN,94538,832700,1,3,Centerville,False,1554
1555,CMN,94536,832210,2,3,Centerville,False,1555
1556,ST,94538,832810,0,3,Centerville,False,1556
1557,BLVD,94538,832610,2,3,Centerville,False,1557
1558,CMN,94538,835310,0,3,Downtown / BART,False,1558
1559,BLVD,94536,835100,0,3,Centerville,True,1559
1560,BLVD,94536,832210,1,3,Centerville,True,1560
1561,DR,94538,832620,2,3,Centerville,True,1561
1562,CMN,94536,835100,0,3,Centerville,False,1562
1563,DR,94538,832900,0,3,Centerville,False,1563
1564,ST,94536,835000,0,3,Downtown / BART,True,1564
1565,DR,94536,835400,0,3,Downtown / BART,False,1565
1566,DR,94538,832900,0,3,Centerville,False,1566
1567,ST,94538,832810,0,3,Centerville,False,1567
1568,WAY,94538,832600,1,3,Centerville,True,1568
1569,ST,94538,832800,0,3,Centerville,False,1569
1570,AVE,94536,835300,0,3,Downtown / BART,True,1570
1571,DR,94538,832800,0,3,Centerville,False,1571
1572,DR,94536,832210,1,3,Centerville,False,1572
1573,CT,94536,835010,0,3,Centerville,False,1573
1574,CMN,94538,832620,2,3,Centerville,False,1574
1575,BLVD,94538,832700,2,3,Centerville,True,1575
1576,PKWY,94536,835300,0,3,Downtown / BART,True,1576
1577,CT,94536,835010,0,3,Centerville,False,1577
1578,BLVD,94536,832210,1,3,Centerville,True,1578
1579,DR,94538,832810,0,3,Centerville,False,1579
1580,WAY,94538,832600,1,3,Centerville,False,1580
1581,DR,94538,832600,1,3,Centerville,False,1581
1582,AVE,94536,835040,0,3,Downtown / BART,False,1582
1583,DR,94536,832210,2,3,Centerville,False,1583
1584,DR,94536,832400,0,3,Centerville,False,1584
1585,DR,94538,832810,0,3,Centerville,True,1585
1586,PL,94538,832910,0,3,Centerville,False,1586
1587,ST,94536,835420,0,3,Downtown / BART,False,1587
1588,ST,94538,832800,0,3,Centerville,False,1588
1589,BLVD,94536,832210,1,3,Centerville,True,1589
1590,AVE,94538,835310,0,3,Downtown / BART,True,1590
1591,AVE,94536,835040,0,3,Downtown / BART,False,1591
1592,DR,94536,835300,0,3,Downtown / BART,True,1592
1593,AVE,94536,835300,0,3,Downtown / BART,True,1593
1594,PL,94538,832910,0,3,Centerville,False,1594
1595,TER,94536,832110,0,3,Centerville,False,1595
1596,PL,94538,832910,0,3,Centerville,False,1596
1597,ST,94536,835300,0,3,Downtown / BART,True,1597
1598,DR,94536,835100,0,3,Centerville,False,1598
1599,ST,94536,832210,1,3,Centerville,True,1599
1600,ST,94536,835000,0,3,Downtown / BART,True,1600
1601,RD,94538,832810,0,3,Centerville,True,1601
1602,ST,94538,832710,0,3,Centerville,False,1602
1603,AVE,94536,835040,0,3,Downtown / BART,False,1603
1604,CT,94536,835100,0,3,Centerville,False,1604
1605,AVE,94536,835400,0,3,Downtown / BART,False,1605
1606,BLVD,94538,832700,1,3,Centerville,True,1606
1607,BLVD,94538,832700,2,3,Centerville,True,1607
1608,CT,94536,835400,0,3,Downtown / BART,False,1608
1609,CMN,94536,832110,0,3,Centerville,False,1609
1610,CT,94536,831730,0,3,Downtown / BART,False,1610
1611,WAY,94538,832610,2,3,Centerville,True,1611
1612,CT,94536,835010,0,3,Centerville,False,1612
1613,CMN,94538,835310,0,3,Downtown / BART,False,1613
1614,RD,94538,832900,0,3,Centerville,False,1614
1615,WAY,94536,832400,0,3,Centerville,False,1615
1616,AVE,94536,835040,0,3,Downtown / BART,False,1616
1617,PKWY,94536,835000,0,3,Downtown / BART,True,1617
1618,BLVD,94538,832700,2,3,Centerville,True,1618
1619,TER,94538,832610,2,3,Centerville,False,1619
1620,CT,94538,832900,0,3,Centerville,False,1620
1621,CT,94538,832600,1,3,Centerville,False,1621
1622,WAY,94536,832210,2,3,Centerville,False,1622
1623,AVE,94538,832600,1,3,Centerville,True,1623
1624,PL,94538,832910,0,3,Centerville,False,1624
1625,TER,94538,832910,0,3,Centerville,False,1625
1626,DR,94536,835300,0,3,Downtown / BART,True,1626
1627,CT,94538,832900,0,3,Centerville,False,1627
1628,ST,94538,832800,0,3,Centerville,False,1628
1629,DR,94538,832810,0,3,Centerville,False,1629
1630,WAY,94538,832620,2,3,Centerville,False,1630
1631,CIR,94536,835400,0,3,Downtown / BART,False,1631
1632,CT,94536,835010,0,3,Centerville,False,1632
1633,ST,94536,835000,0,3,Downtown / BART,True,1633
1634,ST,94536,835000,0,3,Downtown / BART,True,1634
1635,AVE,94538,835310,0,3,Downtown / BART,True,1635
1636,BLVD,94538,832700,1,3,Centerville,True,1636
1637,ST,94536,832110,0,3,Centerville,False,1637
1638,WAY,94538,832600,1,3,Centerville,True,1638
1639,BLVD,94538,835310,0,3,Downtown / BART,True,1639
1640,WAY,94538,832620,1,3,Centerville,False,1640
1641,CMN,94536,835100,0,3,Centerville,True,1641
1642,AVE,94538,835310,0,3,Downtown / BART,True,1642
1643,AVE,94536,832210,2,3,Centerville,False,1643
1644,CT,94538,832600,1,3,Centerville,False,1644
1645,PL,94538,832910,0,3,Centerville,False,1645
1646,CMN,94538,832620,2,3,Centerville,False,1646
1647,BLVD,94538,832700,2,3,Centerville,True,1647
1648,DR,94538,832810,0,3,Centerville,False,1648
1649,CMN,94538,835310,0,3,Downtown / BART,False,1649
1650,TER,94538,832910,0,3,Centerville,False,1650
1651,DR,94536,835400,0,3,Downtown / BART,False,1651
1652,WAY,94538,832610,2,3,Centerville,True,1652
1653,ST,94538,832710,0,3,Centerville,False,1653
1654,WAY,94538,832600,1,3,Centerville,True,1654
1655,CT,94538,832600,1,3,Centerville,False,1655
1656,ST,94538,832600,1,3,Centerville,False,1656
1657,LOOP,94536,835010,0,3,Centerville,False,1657
1658,BLVD,94538,835310,0,3,Downtown / BART,True,1658
1659,AVE,94538,832600,1,3,Centerville,False,1659
1660,AVE,94536,835010,0,3,Centerville,False,1660
1661,CMN,94538,835310,0,3,Downtown / BART,False,1661
1662,CMN,94538,835310,0,3,Downtown / BART,False,1662
1663,CT,94536,835410,0,3,Downtown / BART,False,1663
1664,DR,94536,832400,0,3,Centerville,False,1664
1665,DR,94538,832620,2,3,Centerville,False,1665
1666,CT,94538,832600,1,3,Centerville,False,1666
1667,AVE,94538,835300,0,3,Downtown / BART,True,1667
1668,CMN,94538,835310,0,3,Downtown / BART,False,1668
1669,CMN,94536,835000,0,3,Downtown / BART,False,1669
1670,TER,94538,832610,2,3,Centerville,False,1670
1671,BLVD,94538,832700,1,3,Centerville,True,1671
1672,DR,94536,835300,0,3,Downtown / BART,True,1672
1673,ST,94536,835200,0,3,Centerville,True,1673
1674,PKWY,94536,835000,0,3,Downtown / BART,True,1674
1675,WAY,94536,835410,0,3,Downtown / BART,False,1675
1676,CT,94536,835040,0,3,Downtown / BART,False,1676
1677,DR,94538,832610,2,3,Centerville,True,1677
1678,WAY,94536,835410,0,3,Downtown / BART,False,1678
1679,BLVD,94538,835310,0,3,Downtown / BART,True,1679
1680,CT,94536,835500,0,3,Downtown / BART,False,1680
1681,ST,94536,835400,0,3,Downtown / BART,False,1681
1682,ST,94538,832800,0,3,Centerville,False,1682
1683,DR,94538,832900,0,3,Centerville,False,1683
1684,WAY,94536,832400,0,3,Centerville,False,1684
1685,BLVD,94538,835310,0,3,Downtown / BART,True,1685
1686,WAY,94536,832400,0,3,Centerville,False,1686
1687,AVE,94538,832800,0,3,Centerville,False,1687
1688,CMN,94536,835100,0,3,Centerville,False,1688
1689,AVE,94538,832600,1,3,Centerville,True,1689
1690,RD,94538,832810,0,3,Centerville,False,1690
1691,CMN,94536,832110,0,3,Centerville,False,1691
1692,TER,94536,835100,0,3,Centerville,True,1692
1693,DR,94538,832600,1,3,Centerville,False,1693
1694,CT,94538,832600,1,3,Centerville,False,1694
1695,LN,94538,832700,1,3,Centerville,False,1695
1696,DR,94538,832600,1,3,Centerville,False,1696
1697,CT,94538,832800,0,3,Centerville,False,1697
1698,ST,94536,832110,0,3,Centerville,False,1698
1699,CT,94538,832810,0,3,Centerville,False,1699
1700,AVE,94536,835300,0,3,Downtown / BART,True,1700
1701,DR,94538,832810,0,3,Centerville,False,1701
1702,DR,94538,832810,0,3,Centerville,False,1702
1703,LOOP,94536,835010,0,3,Centerville,False,1703
1704,DR,94536,835300,0,3,Downtown / BART,True,1704
1705,ST,94536,835200,0,3,Centerville,True,1705
1706,BLVD,94538,832700,2,3,Centerville,True,1706
1707,DR,94536,832400,0,3,Centerville,False,1707
1708,BLVD,94538,835310,0,3,Downtown / BART,True,1708
1709,AVE,94538,835310,0,3,Downtown / BART,True,1709
1710,BLVD,94536,832210,1,3,Centerville,True,1710
1711,BLVD,94538,832700,2,3,Centerville,True,1711
1712,WAY,94536,832210,2,3,Centerville,False,1712
1713,TER,94536,835200,0,3,Centerville,False,1713
1714,DR,94538,832710,0,3,Centerville,False,1714
1715,DR,94536,835300,0,3,Downtown / BART,True,1715
1716,TER,94538,832610,2,3,Centerville,False,1716
1717,CMN,94536,835100,0,3,Centerville,False,1717
1718,ST,94536,835100,0,3,Centerville,False,1718
1719,DR,94536,835400,0,3,Downtown / BART,False,1719
1720,CMN,94536,835100,0,3,Centerville,True,1720
1721,DR,94536,832400,0,3,Centerville,False,1721
1722,ST,94536,835200,0,3,Centerville,True,1722
1723,RD,94538,832600,1,3,Centerville,False,1723
1724,BLVD,94538,832700,2,3,Centerville,True,1724
1725,DR,94538,832620,1,3,Centerville,False,1725
1726,BLVD,94538,835310,0,3,Downtown / BART,True,1726
1727,DR,94538,832900,0,3,Centerville,False,1727
1728,WAY,94536,832210,2,3,Centerville,False,1728
1729,DR,94538,832610,2,3,Centerville,True,1729
1730,AVE,94536,835040,0,3,Downtown / BART,False,1730
1731,DR,94538,832810,0,3,Centerville,False,1731
1732,CMN,94538,835310,0,3,Downtown / BART,False,1732
1733,AVE,94536,835500,0,3,Downtown / BART,True,1733
1734,DR,94538,832810,0,3,Centerville,False,1734
1735,CT,94536,831730,0,3,Downtown / BART,False,1735
1736,CMN,94538,835310,0,3,Downtown / BART,False,1736
1737,WAY,94538,832710,0,3,Centerville,False,1737
1738,DR,94538,832620,1,3,Centerville,False,1738
1739,RD,94538,832600,1,3,Centerville,False,1739
1740,WAY,94538,832600,1,3,Centerville,False,1740
1741,AVE,94536,835300,0,3,Downtown / BART,True,1741
1742,TER,94538,835420,0,3,Downtown / BART,False,1742
1743,AVE,94538,832400,0,3,Centerville,True,1743
1744,AVE,94538,832620,2,3,Centerville,False,1744
1745,CMN,94536,832110,0,3,Centerville,False,1745
1746,CMN,94538,832620,2,3,Centerville,False,1746
1747,BLVD,94538,832700,2,3,Centerville,True,1747
1748,CT,94538,832810,0,3,Centerville,False,1748
1749,WAY,94538,832900,0,3,Centerville,False,1749
1750,BLVD,94538,832700,2,3,Centerville,True,1750
1751,AVE,94538,832800,0,3,Centerville,False,1751
1752,BLVD,94536,835000,0,3,Downtown / BART,True,1752
1753,ST,94538,832710,0,3,Centerville,False,1753
1754,BLVD,94538,835310,0,3,Downtown / BART,True,1754
1755,BLVD,94538,835310,0,3,Downtown / BART,True,1755
1756,BLVD,94538,832700,2,3,Centerville,True,1756
1757,PL,94538,832910,0,3,Centerville,False,1757
1758,CT,94536,835410,0,3,Downtown / BART,False,1758
1759,ST,94538,832710,0,3,Centerville,False,1759
1760,CMN,94536,835400,0,3,Downtown / BART,False,1760
1761,ST,94536,832210,2,3,Centerville,True,1761
1762,DR,94538,832620,1,3,Centerville,False,1762
1763,DR,94538,832620,2,3,Centerville,False,1763
1764,AVE,94536,835200,0,3,Centerville,True,1764
1765,DR,94538,832710,0,3,Centerville,False,1765
1766,AVE,94536,835420,0,3,Downtown / BART,False,1766
1767,BLVD,94538,835310,0,3,Downtown / BART,True,1767
1768,AVE,94538,832600,1,3,Centerville,False,1768
1769,ST,94536,835400,0,3,Downtown / BART,True,1769
1770,CT,94536,832110,0,3,Centerville,False,1770
1771,CMN,94536,835100,0,3,Centerville,False,1771
1772,DR,94538,832620,2,3,Centerville,True,1772
1773,AVE,94536,835040,0,3,Downtown / BART,False,1773
1774,CMN,94536,835100,0,3,Centerville,False,1774
1775,RD,94538,832900,0,3,Centerville,False,1775
1776,ST,94536,832210,1,3,Centerville,True,1776
1777,CT,94538,832900,0,3,Centerville,False,1777
1778,AVE,94536,832110,0,3,Centerville,False,1778
1779,CMN,94536,835100,0,3,Centerville,False,1779
1780,PL,94538,832910,0,3,Centerville,False,1780
1781,WAY,94536,832400,0,3,Centerville,False,1781
1782,AVE,94538,832600,1,3,Centerville,False,1782
1783,AVE,94538,832600,1,3,Centerville,False,1783
1784,CT,94536,835400,0,3,Downtown / BART,False,1784
1785,CMN,94538,832610,1,3,Centerville,False,1785
1786,DR,94536,832210,1,3,Centerville,True,1786
1787,DR,94536,831730,0,3,Downtown / BART,False,1787
1788,AVE,94536,835500,0,3,Downtown / BART,True,1788
1789,ST,94536,835410,0,3,Downtown / BART,False,1789
1790,CT,94536,831730,0,3,Downtown / BART,False,1790
1791,PL,94538,832910,0,3,Centerville,False,1791
1792,CMN,94538,835310,0,3,Downtown / BART,False,1792
1793,CMN,94538,835310,0,3,Downtown / BART,False,1793
1794,CMN,94536,835500,0,3,Downtown / BART,False,1794
1795,RD,94538,832900,0,3,Centerville,False,1795
1796,CMN,94538,835310,0,3,Downtown / BART,False,1796
1797,CT,94536,835500,0,3,Downtown / BART,False,1797
1798,PL,94536,835000,0,3,Downtown / BART,False,1798
1799,WAY,94538,832600,1,3,Centerville,False,1799
1800,CT,94538,832900,0,3,Centerville,False,1800
1801,DR,94538,832900,0,3,Centerville,False,1801
1802,RD,94538,832810,0,3,Centerville,False,1802
1803,CT,94536,835010,0,3,Centerville,False,1803
1804,BLVD,94538,835310,0,3,Downtown / BART,True,1804
1805,ST,94536,835000,0,3,Downtown / BART,True,1805
1806,CMN,94538,835310,0,3,Downtown / BART,False,1806
1807,CMN,94538,832610,1,3,Centerville,False,1807
1808,AVE,94538,835300,0,3,Downtown / BART,True,1808
1809,AVE,94538,832600,1,3,Centerville,False,1809
1810,CT,94536,831730,0,3,Downtown / BART,False,1810
1811,BLVD,94538,832700,2,3,Centerville,True,1811
1812,WAY,94536,832110,0,3,Centerville,False,1812
1813,DR,94538,832900,0,3,Centerville,False,1813
1814,ST,94536,835400,0,3,Downtown / BART,False,1814
1815,BLVD,94538,832700,2,3,Centerville,True,1815
1816,AVE,94538,835300,0,3,Downtown / BART,True,1816
1817,DR,94538,832610,2,3,Centerville,True,1817
1818,BLVD,94536,835100,0,3,Centerville,False,1818
1819,RD,94538,832600,1,3,Centerville,False,1819
1820,CT,94536,835410,0,3,Downtown / BART,False,1820
1821,AVE,94538,832620,2,3,Centerville,False,1821
1822,AVE,94536,832110,0,3,Centerville,False,1822
1823,BLVD,94536,835500,0,3,Downtown / BART,False,1823
1824,DR,94538,832810,0,3,Centerville,False,1824
1825,LN,94538,832610,2,3,Centerville,True,1825
1826,AVE,94538,832600,1,3,Centerville,False,1826
1827,DR,94536,835400,0,3,Downtown / BART,False,1827
1828,WAY,94536,835410,0,3,Downtown / BART,False,1828
1829,CT,94538,832710,0,3,Centerville,False,1829
1830,CT,94536,831730,0,3,Downtown / BART,False,1830
1831,ST,94538,832810,0,3,Centerville,False,1831
1832,AVE,94536,835300,0,3,Downtown / BART,True,1832
1833,ST,94536,832210,1,3,Centerville,True,1833
1834,CT,94538,832800,0,3,Centerville,False,1834
1835,RD,94538,832600,1,3,Centerville,False,1835
1836,WAY,94538,832610,2,3,Centerville,True,1836
1837,AVE,94536,835500,0,3,Downtown / BART,False,1837
1838,CT,94536,831730,0,3,Downtown / BART,False,1838
1839,WAY,94538,832620,2,3,Centerville,False,1839
1840,BLVD,94536,832210,1,3,Centerville,False,1840
1841,DR,94538,832800,0,3,Centerville,False,1841
1842,BLVD,94538,832700,2,3,Centerville,True,1842
1843,DR,94538,832900,0,3,Centerville,False,1843
1844,DR,94538,832810,0,3,Centerville,False,1844
1845,WAY,94536,832400,0,3,Centerville,False,1845
1846,DR,94538,832610,2,3,Centerville,True,1846
1847,CMN,94536,835300,0,3,Downtown / BART,False,1847
1848,CMN,94538,835310,0,3,Downtown / BART,False,1848
1849,AVE,94538,832620,2,3,Centerville,False,1849
1850,AVE,94538,832210,2,3,Centerville,False,1850
1851,TER,94536,835100,0,3,Centerville,True,1851
1852,AVE,94538,835310,0,3,Downtown / BART,True,1852
1853,BLVD,94538,835310,0,3,Downtown / BART,True,1853
1854,CMN,94536,835420,0,3,Downtown / BART,False,1854
1855,ST,94536,832110,0,3,Centerville,False,1855
1856,WAY,94538,832610,2,3,Centerville,True,1856
1857,PL,94536,835410,0,3,Downtown / BART,False,1857
1858,AVE,94538,832710,0,3,Centerville,False,1858
1859,CMN,94536,835300,0,3,Downtown / BART,False,1859
1860,RD,94538,832900,0,3,Centerville,False,1860
1861,RD,94538,832710,0,3,Centerville,False,1861
1862,ST,94536,835000,0,3,Downtown / BART,True,1862
1863,CT,94538,832900,0,3,Centerville,False,1863
1864,CMN,94538,832620,2,3,Centerville,False,1864
1865,ST,94536,835300,0,3,Downtown / BART,True,1865
1866,TER,94538,832910,0,3,Centerville,False,1866
1867,RD,94538,832900,0,3,Centerville,False,1867
1868,CT,94536,831730,0,3,Downtown / BART,False,1868
1869,CIR,94536,835400,0,3,Downtown / BART,False,1869
1870,RD,94538,832600,1,3,Centerville,False,1870
1871,DR,94536,832110,0,3,Centerville,False,1871
1872,CMN,94536,835300,0,3,Downtown / BART,False,1872
1873,DR,94538,832610,2,3,Centerville,True,1873
1874,DR,94538,832800,0,3,Centerville,False,1874
1875,RD,94538,832810,0,3,Centerville,True,1875
1876,PL,94538,832600,1,3,Centerville,False,1876
1877,DR,94538,832800,0,3,Centerville,False,1877
1878,ST,94536,835000,0,3,Downtown / BART,True,1878
1879,BLVD,94538,835310,0,3,Downtown / BART,True,1879
1880,DR,94538,832900,0,3,Centerville,False,1880
1881,AVE,94536,835200,0,3,Centerville,True,1881
1882,BLVD,94538,835310,0,3,Downtown / BART,True,1882
1883,CT,94536,835410,0,3,Downtown / BART,False,1883
1884,DR,94538,832620,2,3,Centerville,True,1884
1885,AVE,94538,832210,2,3,Centerville,False,1885
1886,CMN,94536,835100,0,3,Centerville,False,1886
1887,CT,94538,832900,0,3,Centerville,False,1887
1888,ST,94536,835010,0,3,Centerville,False,1888
1889,AVE,94538,835310,0,3,Downtown / BART,True,1889
1890,CT,94536,835500,0,3,Downtown / BART,False,1890
1891,ST,94538,835310,0,3,Downtown / BART,True,1891
1892,AVE,94536,835040,0,3,Downtown / BART,False,1892
1893,DR,94538,832600,1,3,Centerville,False,1893
1894,BLVD,94538,835310,0,3,Downtown / BART,False,1894
1895,ST,94536,835200,0,3,Centerville,True,1895
1896,CT,94538,832600,1,3,Centerville,False,1896
1897,CMN,94536,835100,0,3,Centerville,False,1897
1898,DR,94538,832900,0,3,Centerville,False,1898
1899,DR,94538,832610,2,3,Centerville,True,1899
1900,WAY,94536,832210,2,3,Centerville,False,1900
1901,DR,94536,832400,0,3,Centerville,False,1901
1902,ST,94538,832810,0,3,Centerville,False,1902
1903,RD,94538,832710,0,3,Centerville,False,1903
1904,CMN,94538,835310,0,3,Downtown / BART,False,1904
1905,DR,94538,832800,0,3,Centerville,False,1905
1906,ST,94536,835000,0,3,Downtown / BART,True,1906
1907,AVE,94536,832110,0,3,Centerville,False,1907
1908,DR,94536,832400,0,3,Centerville,False,1908
1909,BLVD,94538,835310,0,3,Downtown / BART,True,1909
1910,LN,94538,832900,0,3,Centerville,False,1910
1911,CT,94538,832800,0,3,Centerville,False,1911
1912,ST,94536,835300,0,3,Downtown / BART,True,1912
1913,ST,94538,832800,0,3,Centerville,False,1913
